Unnamed: 0.1,Unnamed: 0,user_id,username,date,tweet,sentiment,negative_count,positive_count,neutral_count
149,11,63105565,joshhad,2017-02-08,""" and erosion [ enhanced by climate change ] are ’ s most significant "":",Neutral,0,0,1
151,13,377570338,paulking25,2017-02-08,Any in on the 24th ??? flood,Neutral,0,0,2
152,14,317686333,jostermilne,2017-02-08,"Register here for Pali ' s next free Conveyancing on Flooding , 28th at 11am property",Neutral,0,0,1
154,16,7264292,socialtechno,2017-02-08,We ' t rich enough to buy a house on a flood plain .,Neutral,0,0,1
155,17,2503849297,olivergburke,2017-02-08,could mean a flood of US the public don ' t want .,Neutral,0,0,1
156,18,599427791,dailyhereford,2017-02-08,Flooding at Lane,Neutral,0,0,1
159,1,46991710,gemcowles,2021-08-11,"HIGHEST TEMP 48 . 8 ° C 2021 ️ Canada West US Finland Turkey Unprecedented China forest Taiga , / CA Emergency environment Earth",Neutral,0,0,2
163,5,87236571,eeeliiif,2021-08-11,flood ' :)),Neutral,0,0,1
164,6,1418938669,tchaieb,2021-08-11,The South of Turkey 🇹🇷 is by The North flooding pray for Turkey 🇹🇷,Neutral,0,0,1
166,8,4360709415,_tornaydo_,2021-08-11,"watching the and of from when i was in hospital cos of it as a , and people pick on me because of my and how i ’ m totally by it now . growth ?",Neutral,0,0,2
173,15,2343081473,bruce437t,2021-08-11,", on her added deck pad , alongside . We flooded 7 , 000 into ballast to flood the dock , 4 steam turbine , rated 1 , 000t hour pump out , ballast control aft .",Neutral,0,0,2
174,16,39347912,donna_cooney1,2021-08-11,recent 2015 ' s Storm 2017 ' s flash 2018 drought & ; We should expect increasingly to see further & ; more pronounced with additional global warming . 6 key,Neutral,0,0,4
184,1,195877607,baltibellysteve,2017-12-08,The r flooding back of Afternoons at Nan & ; ️ Here goes Nat King Cole Chess Horse Racing M & ; B Pale Ale Sherbet Jamboree Wrestling Spot the Ball Home Made Lemonade Football The B . C . F . C,Neutral,0,0,6
188,5,3020372019,electricalsjk,2017-12-08,"Freezing brass on the scissor lifter today , old with 100watt LED UK1",Neutral,0,0,1
189,6,3446146816,riverlevelsuk,2017-12-08,Flood Alert : Estuary from Station to Clough 15 : 07 8,Neutral,0,0,1
190,7,2426915406,these4wallsblog,2017-12-08,And the flood of purple - related press ...,Neutral,0,0,1
192,9,3446146816,riverlevelsuk,2017-12-08,Flood Warning : North Sea Coast at 13 : 48 8,Neutral,0,0,1
193,10,3446146816,riverlevelsuk,2017-12-08,Flood Alert : North Sea Coast from to 13 : 55 8,Neutral,0,0,1
194,11,3446146816,riverlevelsuk,2017-12-08,Flood Alert : North Sea Coast at 13 : 55 8,Neutral,0,0,1
195,12,3446146816,riverlevelsuk,2017-12-08,Flood Warning : North Sea Coast at - Harbour Road and Floral Pavilion 13 : 48 8,Neutral,0,0,1
196,13,3446146816,riverlevelsuk,2017-12-08,Flood Alert : North Sea Coast from to tidal River 13 : 55 8,Neutral,0,0,1
197,14,3446146816,riverlevelsuk,2017-12-08,Flood Alert : Estuary from Spurn Point to Outfall 13 : 55 8,Neutral,0,0,1
198,15,3446146816,riverlevelsuk,2017-12-08,Flood Alert : North Sea Coast at 13 : 55 8,Neutral,0,0,1
199,16,3446146816,riverlevelsuk,2017-12-08,"Flood Alert : North Sea Coast at , and 13 : 56 8",Neutral,0,0,1
200,17,3446146816,riverlevelsuk,2017-12-08,Flood Alert : Coast 13 : 08 8,Neutral,0,0,1
201,18,3406988183,sunkensie,2017-12-08,""" planting sparked a list of spin - off , from tourism to a nascent woodland economy ; from flood management to thriving wildlife ; from health and to housebuilding and "" ^ can also be replicated in urban",Neutral,0,0,3
202,19,2674925122,avidgardener72,2017-12-08,Yes the half submerged is marking the river course it onto flood area . been known to cover the road as it did 3 ago,Neutral,0,0,2
204,1,1120417800,wmfsperrybarr,2020-08-02,"along side currently dealing with flooding on the A4041 , Please avoid the area",Neutral,0,0,1
205,2,1112467617497972738,dom_flood,2020-08-02,g when did I ask,Neutral,0,0,1
210,7,85932841,chrissteele90,2020-08-02,without flooding .,Neutral,0,0,1
212,9,114905979,tymgrady,2020-08-02,Flood ...,Neutral,0,0,1
216,13,374724785,burtyboro,2020-08-02,Why would they inform people before hand ?? They would get a flood of and the would be too many,Neutral,0,0,2
219,16,2437141777,tickle_photo,2020-08-02,August is always the month for wedding . Get ready for of wedding of ' their this month Do you know someone who is newly engaged ? Are you …,Neutral,0,0,3
222,1,2985623008,dbirch214,2019-04-18,Major flooding coming to Turkey .,Neutral,0,0,1
223,2,220395867,craiglufc77,2019-04-18,Remember all those that them winning the title against 100s flooding out the ground when scored .,Neutral,0,0,1
228,7,70097874,ook_librarian,2019-04-18,"Reflected in the flood barrier @ ,",Neutral,0,0,1
230,9,942790766669295616,missadadoom,2019-04-18,Flood the zone from every direction . ( With .),Neutral,0,0,2
234,13,19309570,beavproductions,2019-04-18,Do we think will ever have a ' wow ' patch that will bring the of back and re - the franchise like in No Man Sky ?,Neutral,0,0,1
235,14,40952430,just_maz,2019-04-18,"Misty start this morning , can only just make out the flood",Neutral,0,0,1
241,4,882604518218887172,garysla99465931,2020-04-21,"when the ERG receive their and decide the time is right to flood the again please please can you use "" Mark ne - - "" when Himself ?",Neutral,0,0,1
242,5,86148767,uptonuponsevern,2020-04-21,We had some rain over the weekend but warm and sunny again . Can ' t believe that after all the we had that we need a lot more rain ️,Neutral,0,0,2
243,6,1931252316,flood_ronan,2020-04-21,Completely !,Neutral,0,0,1
248,11,25805098,wanderer1982,2020-04-21,"These are times , opening the flood now could result in back to square one again .... I suspect a exit strategy will be tail end of next week in time for going into operation when the current period . Will be baby though",Neutral,0,0,3
251,14,46083379,philcoggins,2020-04-21,in the first two and now a drought ...,Neutral,0,0,1
252,15,1167363555429113856,paulegwilson,2020-04-21,If your kitchen is flooding the first thing you do is turn the taps off .,Neutral,0,0,1
253,16,3446146816,riverlevelsuk,2020-04-21,Flood Alert : North Sea coast at 10 : 49 21,Neutral,0,0,1
256,19,3446146816,riverlevelsuk,2020-04-21,Flood Alert : River and its from Upper down to 08 : 52 21,Neutral,0,0,1
257,0,308602841,liam_seddon,2017-04-21,"flood man , so",Neutral,0,0,1
258,1,346174564,alistairgordon1,2017-04-21,not another flood ? Have you got Hold Back the River by Bay ?,Neutral,0,0,2
260,3,51305634,mrstrong76,2017-04-21,if sold up the would flood back in their ( me )& ; I think would buy their season again,Neutral,0,0,2
263,6,103286991,fingalcoco,2017-04-21,New concrete flood protection at Strand Road,Neutral,0,0,1
264,7,77338811,bulelanimfaco,2017-04-21,The 11 / 9 Highway Flash That Me Imagine getting out of bed in a flooded shack,Neutral,0,0,1
267,10,60557451,wavinuk,2017-04-21,Our with on flood resilience at 11am . Register now :,Neutral,0,0,2
271,14,74770687,elebelfiore,2017-04-21,without comment : EU will release 60 million to help repair 2015 - 16 flood damage via,Neutral,0,0,1
273,1,858177372,petagna,2018-12-22,Just showing the red light to the next swathe of cloud and rain trying to move in from off the Atlantic to soak southern of the again over the next 24hrs ... Flood are already in force,Neutral,0,0,2
274,2,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Upper in 21 : 43 22,Neutral,0,0,1
275,3,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Lower River 20 : 38 22,Neutral,0,0,1
276,4,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Upper Area 20 : 07 22,Neutral,0,0,1
277,5,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Mid Area 20 : 09 22,Neutral,0,0,1
278,6,3446146816,riverlevelsuk,2018-12-22,"Flood Alert : Upper River , Beck and Water 20 : 14 22",Neutral,0,0,1
279,7,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Confluence 19 : 30 22,Neutral,0,0,1
280,8,3446146816,riverlevelsuk,2018-12-22,Flood Alert : River in 19 : 30 22,Neutral,0,0,1
281,9,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Upper 19 : 30 22,Neutral,0,0,1
282,10,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Tern and Perry 19 : 30 22,Neutral,0,0,1
283,11,98436376,hinchy01,2018-12-22,Oh the come flooding back !,Neutral,0,0,1
284,12,3446146816,riverlevelsuk,2018-12-22,Flood Alert : River south of 19 : 12 22,Neutral,0,0,1
285,13,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Village 18 : 54 22,Neutral,0,0,1
286,14,3446146816,riverlevelsuk,2018-12-22,Flood Alert : River in 18 : 54 22,Neutral,0,0,1
287,15,3446146816,riverlevelsuk,2018-12-22,Flood Alert : River Wye in 19 : 00 22,Neutral,0,0,1
288,16,3446146816,riverlevelsuk,2018-12-22,Flood Alert : River Wye in 19 : 00 22,Neutral,0,0,1
289,17,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Hail Ford in 18 : 16 22,Neutral,0,0,1
290,18,3446146816,riverlevelsuk,2018-12-22,Flood Alert : in 18 : 15 22,Neutral,0,0,1
291,19,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Catchment 17 : 49 22,Neutral,0,0,1
292,20,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Upper in 17 : 48 22,Neutral,0,0,1
293,21,3446146816,riverlevelsuk,2018-12-22,Flood Alert : River Wye in 17 : 48 22,Neutral,0,0,1
294,22,3446146816,riverlevelsuk,2018-12-22,Flood Alert : River in 17 : 52 22,Neutral,0,0,1
295,23,3446146816,riverlevelsuk,2018-12-22,Flood Alert : River in 17 : 39 22,Neutral,0,0,1
296,24,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Lower River Soar in 17 : 03 22,Neutral,0,0,1
297,25,226555114,rockcliffefiles,2018-12-22,"Fluid , gender fluid . Not flood ....",Neutral,0,0,2
298,26,226555114,rockcliffefiles,2018-12-22,"Male , female or gender neutral / flood or ?",Neutral,0,0,1
299,27,144147627,dickiegolfa,2018-12-22,I think you will find cheap food flooding in from all over the world at lower further farming and countryside,Neutral,0,0,1
300,28,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Lower River 16 : 43 22,Neutral,0,0,1
301,29,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Upper River 16 : 43 22,Neutral,0,0,1
302,30,51381343,sloughtownfc,2018-12-22,"58 ’ to find Flood with a through ball , but he slightly it . 2 - 1",Neutral,0,0,2
303,31,51381343,sloughtownfc,2018-12-22,50 ’ Flood Dobson ’ s free kick over the bar . 2 - 1,Neutral,0,0,2
304,32,1000291768515137536,stirextreme,2018-12-22,See your local and coastal flood risk on our Surging : Risk Zone map via,Neutral,0,0,1
305,33,3446146816,riverlevelsuk,2018-12-22,Flood Alert : 15 : 18 22,Neutral,0,0,1
306,34,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Middle Area 15 : 18 22,Neutral,0,0,1
307,35,3446146816,riverlevelsuk,2018-12-22,Flood Alert : River Wye in 15 : 20 22,Neutral,0,0,1
308,36,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Village 15 : 09 22,Neutral,0,0,1
309,37,51381343,sloughtownfc,2018-12-22,"30 ’ Dobson with the corner Flood totally unmarked , and he his header over the keeper into the net . 2 - 1",Neutral,0,0,2
310,38,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Upper River 15 : 14 22,Neutral,0,0,1
311,39,3446146816,riverlevelsuk,2018-12-22,Flood Alert : West 15 : 05 22,Neutral,0,0,1
312,40,3446146816,riverlevelsuk,2018-12-22,Flood Alert : St and Par 15 : 05 22,Neutral,0,0,1
313,41,3446146816,riverlevelsuk,2018-12-22,Flood Alert : River in 15 : 09 22,Neutral,0,0,1
314,42,3446146816,riverlevelsuk,2018-12-22,Flood Alert : River in 15 : 09 22,Neutral,0,0,1
316,44,3446146816,riverlevelsuk,2018-12-22,Flood Alert : River Wye in 13 : 43 22,Neutral,0,0,1
317,45,3446146816,riverlevelsuk,2018-12-22,Flood Alert : River south of 13 : 27 22,Neutral,0,0,1
318,46,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Upper 13 : 26 22,Neutral,0,0,1
319,47,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Confluence 13 : 05 22,Neutral,0,0,1
320,48,3446146816,riverlevelsuk,2018-12-22,Flood Alert : River in 13 : 05 22,Neutral,0,0,1
321,49,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Tern and Perry 13 : 05 22,Neutral,0,0,1
323,51,3446146816,riverlevelsuk,2018-12-22,"Flood Alert : Upper River , Beck and Water 12 : 39 22",Neutral,0,0,1
324,52,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Catchment 11 : 55 22,Neutral,0,0,1
325,53,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Upper in 11 : 55 22,Neutral,0,0,1
326,54,3446146816,riverlevelsuk,2018-12-22,Flood Alert : River Wye in 11 : 54 22,Neutral,0,0,1
327,55,357011851,tinaonions,2018-12-22,FLOOD ALERT for Lower River Soar in 7am 22 / 12 / 18 . Please DON ' T Travel through Flood - Road Closure & ; Flood are for your Safety Awareness . Volunteer Flood Warden - Butler .,Neutral,0,0,4
328,56,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Mid Area 10 : 47 22,Neutral,0,0,1
329,57,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Harbour 10 : 52 22,Neutral,0,0,1
330,58,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Upper Area 10 : 45 22,Neutral,0,0,1
331,59,3446146816,riverlevelsuk,2018-12-22,Flood Alert : Lower and 10 : 44 22,Neutral,0,0,1
335,3,21182580,ay0bami,2018-02-22,Flood So true .,Neutral,0,0,1
336,4,1271955260,musicnostalgia1,2018-02-22,Bob The Band Before The Flood …,Neutral,0,0,1
340,8,2901307745,robertodinirouk,2018-02-22,Oh I ' m in flood of,Neutral,0,0,1
350,18,711890451205394432,sam_bailey97,2018-02-22,Remember flooding to leave the stadium as a when this one went in ...,Neutral,0,0,1
351,19,25193216,trinity_news,2018-02-22,"Before you take to the today , read our interview with candidate , Flood -",Neutral,0,0,1
354,22,813157937371824129,pusspuss111,2018-02-22,I think there will be MORE tuna I think it will flood the market . . and probably flood the boat deck too .... x,Neutral,0,0,4
356,24,2348567228,geobus_sta,2018-02-22,All about today with - investigating this morning then the hydrograph and flooding this afternoon !,Neutral,0,0,1
358,26,167325420,philip_flood,2018-02-22,Day 2 gathering I think I might just stay .,Neutral,0,0,1
359,27,804092603541180416,claimdry,2018-02-22,Strip Out and Reinstatement by Property Repair / Cleaning and Drying by our very own . Follow insurance flood flooding dehumidifier,Neutral,0,0,2
364,4,2226813784,emerycharlotte,2021-03-20,It ' s all flooding back,Neutral,0,0,1
366,6,352528503,marko1st,2021-03-20,you trousers look like they think there is be a flood,Neutral,0,0,1
367,7,4865168338,screwloose1980,2021-03-20,"The Flood , 25th June 2007",Neutral,0,0,1
368,8,4865168338,screwloose1980,2021-03-20,"The Flood , 25th June 2007",Neutral,0,0,1
369,9,4865168338,screwloose1980,2021-03-20,"The Flood , 25th June 2007",Neutral,0,0,1
370,10,4865168338,screwloose1980,2021-03-20,"The Flood , 25th June 2007",Neutral,0,0,1
371,11,4865168338,screwloose1980,2021-03-20,"The Flood , 25th June 2007",Neutral,0,0,1
372,12,4865168338,screwloose1980,2021-03-20,"The Flood , 25th June 2007",Neutral,0,0,1
376,16,16984207,moonbootica,2021-03-20,flooding : ' s Dam and mid north coast amid wild weather,Neutral,0,0,1
383,3,494475254,normanemerson,2018-01-24,"Sand filled flood *** IN STOCK *** Any , or residential needing more information please get in touch with our team",Neutral,0,0,1
384,4,3446146816,riverlevelsuk,2018-01-24,Flood Alert : River Wye in 22 : 00 24,Neutral,0,0,1
387,7,79525320,carolpol,2018-01-24,Flood was my Disclosure,Neutral,0,0,1
388,8,3446146816,riverlevelsuk,2018-01-24,Flood Warning : River at York - St ' s Field and Queen ' s Staith 20 : 47 24,Neutral,0,0,1
389,9,459587081,davethroup,2018-01-24,"As you know , i have to be surgically removed from it during a flood",Neutral,0,0,1
390,10,3446146816,riverlevelsuk,2018-01-24,Flood Warning : River at York - riverside 20 : 42 24,Neutral,0,0,1
391,11,3446146816,riverlevelsuk,2018-01-24,Flood Warning : River at Lock 20 : 38 24,Neutral,0,0,1
395,2,460470553,jack_sievwright,2017-07-27,""" I ' no been 18 for "" Said 17 year old Sam Flood",Neutral,0,0,1
396,3,3074794979,romsey33,2017-07-27,"to 1963 . In recent ' s have fellow during , however our & ; have !",Neutral,0,0,3
406,13,3446146816,riverlevelsuk,2017-07-27,Flood Alert : North Sea Coast at 15 : 37 27,Neutral,0,0,1
407,14,3446146816,riverlevelsuk,2017-07-27,Flood Alert : Upper River Ure 14 : 25 27,Neutral,0,0,1
408,15,27460698,ozbilgin,2017-07-27,flood . .,Neutral,0,0,2
409,16,719463573391556608,sp_subsurface,2017-07-27,"Another day , another structure and river survey flood environment",Neutral,0,0,1
410,17,3380045171,nico9_nico9,2017-07-27,26 . 07 . 2017 . 3 ⛆ rain grange s7edge,Neutral,0,0,4
412,19,529287923,scottcooper1970,2017-07-27,Pig thought ahead when it comes to building ... they are all on for when it !!,Neutral,0,0,2
423,10,1106784001,bastevo,2018-11-24,kept flooding in,Neutral,0,0,1
428,15,18948183,benitohepton,2018-11-24,Oh wow I just the flooding,Neutral,0,0,1
429,16,3446146816,riverlevelsuk,2018-11-24,Flood Alert : East coast of 15 : 28 24,Neutral,0,0,1
430,17,51381343,sloughtownfc,2018-11-24,10 ’ Flood almost Ben with a through ball but just it . 0 - 0,Neutral,0,0,2
434,21,2466446507,catboy1970,2018-11-24,seen this this morning under the bridge . So many came flooding back to me as a child .,Neutral,0,0,2
436,23,468743456,roverade,2018-11-24,Oh my ... You don ' t know at all ... We want out ... Out of completely .. As for we have had of EU .. No .. We our own money .. The money the flood into the EU every day,Neutral,0,0,8
437,24,3446146816,riverlevelsuk,2018-11-24,Flood Alert : and Culm and their 09 : 52 24,Neutral,0,0,1
440,27,35704058,andyb29,2018-11-24,When I all the came flooding back,Neutral,0,0,1
441,28,573533494,jonathanmc84,2018-11-24,"Never thought I would watch golf under flood , but it definitely works !",Neutral,0,0,1
443,1,208739124,afroliiciioustv,2017-08-14,Message from Sierra footballer about the flood in Sierra …,Neutral,0,0,1
446,4,14105953,blobrana,2017-08-14,"The flooding of the , known as El - Nil , is celebrated as an annual two week holiday starting August 15 .",Neutral,0,0,1
448,6,3152531891,faxbee1,2017-08-14,are with the people of Sierra 🇸🇱 flooding,Neutral,0,0,1
449,7,66096656,sarahlouidavies,2017-08-14,the last are up . flood,Neutral,0,0,2
451,9,89165845,rogtallbloke,2017-08-14,", you ' a flood of remainer on my . Where ' s me brolly !",Neutral,0,0,2
452,10,496093085,theasiantoday,2017-08-14,by Landslide in Flood,Neutral,0,0,1
453,11,680423,jayenkai,2017-08-14,You have nothing on me ! I can flood the market with in NO TIME !!!,Neutral,0,0,2
461,2,25890164,bluemoonjules,2021-10-30,""" 10 / 10 for chest hair "" @ "" This play will flood your basement "" Anonymous",Neutral,0,0,1
466,7,3446146816,riverlevelsuk,2021-10-30,Flood Alert : Lower River 20 : 25 30,Neutral,0,0,1
467,8,3446146816,riverlevelsuk,2021-10-30,Flood Alert : and 20 : 25 30,Neutral,0,0,1
468,9,3446146816,riverlevelsuk,2021-10-30,"Flood Alert : Upper River , Beck and Water 20 : 24 30",Neutral,0,0,1
469,10,3446146816,riverlevelsuk,2021-10-30,"Flood Alert : , and 20 : 25 30",Neutral,0,0,1
473,14,93144422,colinjeffrey1,2021-10-30,Is this the flooding,Neutral,0,0,1
476,17,3446146816,riverlevelsuk,2021-10-30,"Flood Warning : Cocker and at , Cricket Ground and Trout Hotel Car Park 19 : 08 30",Neutral,0,0,1
477,18,3446146816,riverlevelsuk,2021-10-30,Flood Warning : 19 : 08 30,Neutral,0,0,1
479,20,162000612,steviemckphoto,2021-10-30,"I now understand why Valley View at ' s , their Pumpkin Patch and Maze this weekend . Some of it been down the , after yesterday ' s flood !",Neutral,0,0,2
487,7,357011851,tinaonions,2022-04-07,m bee Flood,Neutral,0,0,1
488,8,357011851,tinaonions,2022-04-07,"R Trust Hi , do you cover but more specifically the Borough of / River Soar & ; ? If you do , what work have you got ? Is any on the work near / in ? I ' m 1 of 2 Volunteer Flood looking at if there ' s any work ...",Neutral,0,0,4
490,10,99357550,bratley_666,2022-04-07,Ball92 the layout to add parking and stop flooding of the parking area and the garage and garden across the road .,Neutral,0,0,1
493,1,985237057030238208,pucamusic,2021-05-09,I ’ m in absolute watching,Neutral,0,0,1
