Unnamed: 0.1,Unnamed: 0,user_id,username,date,tweet,sentiment,negative_count,positive_count,neutral_count
162,4,1978302632,insurepairuk,2021-08-11,"️️️️️ “ come to the rescue ! The 4th emergency service . During the recent , came to the rescue for me and my family . With a speedy initial and visit to our house . The team took control and put our mind at rest that all was in hand …",Mixed,1,4,0
176,18,870707808,dianaday44,2021-08-11,"lion Nice ️️ day here too . yep a win is a win & ; on to Sat v . 2nd half was boring at best , a 3rd might have the flood but ' t to be . Just great to be home again and normality regardless of government restriction . Great to meet old too",Mixed,1,3,2
178,20,3343073117,sunshine_no_1,2021-08-11,I just to say a huge thank you for all the of support following the flood - I ' been so touched by each & ; every 1 . I ' m sorry I haven ' t been able to reply to them all individually - I ' been busy clearing everything out of the shop so can start ...,Mixed,1,1,1
179,21,751257312057298944,psychogreenie,2021-08-11,"Secondly , you ' been promising everyone a surprise headliner to appear at the Festival . of have been sold on the strength of this promise / tease . This surprise appearance was only in the wake of a flood of about the quality of the line - up ...",Mixed,1,1,1
185,2,932432480,alidriveruk,2017-12-08,I ’ m to hear from in the know that and have that can do far more good than harm when it comes to flood risk management . And then there are all the other significant . This particular story is genuine good news for society .,Mixed,1,1,1
220,17,237486657,sublimate888,2020-08-02,"It ’ s business ! Pure and simple Business . The suburban circuit in the south . Pack ‘ em in and keep ‘ em gasping with far fetched about “ ” of , sovereignty and bent . But cash is king in their kingdom ! Money ! Dough ! in !",Mixed,1,1,6
226,5,37210014,frakbuddy,2019-04-18,"Devouring the for and damn I ’ not been this inspired by a in . Cannot wait to run this , seriously check it or out ! Might need to get myself a copy of Loop too although the 90s setting for Flood is really appealing !",Mixed,1,2,0
237,0,142830053,paulafegan97,2020-04-22,I absolutely love following you but you are flooding my twitter feed with so many tonight that I can barely see any other people I follow . It would be great if you could put them all in one thread . So much with chronic pain is difficult . Much love,Mixed,1,3,0
240,3,49256882,lozrodgers,2020-04-21,"I am people who LOVE their MUM to join the challenge of posting a photo . Just one photo of your MUM , no description . The goal is to flood with positive of LOVE instead of negativity . Copy the text and post a photo of your MUM .",Mixed,1,1,2
249,12,92823409,barnzie83,2020-04-21,"You know what , as a Tiger ' s fan it me to it but is a monster when it comes to tackling . Just ask Toby Flood in that premiership final . Perfectly legal , perfectly timed & ; Flood . Out of the game him !",Mixed,1,1,3
338,6,19230360,sibisogno,2018-02-22,"And the whole world .. please , please , please , stop messing with that relationship .. Happy of ..",Mixed,1,1,1
344,12,76677292,misskingsl3y,2018-02-22,"Excuse me sir but “ Are you acting dumb ?” or “ Are you really dumb ?”. Cause you can ’ t be serious , you expect to solve gun violence with more ? It ’ s like saying you ’ stop a flood with more water !!!!!! Please think before you tweet . Kind The World",Mixed,3,1,2
345,13,211185400,nosleepfortony,2018-02-22,"I ' not been hard done by , I live in a hill , no flooding here . Was just making the point that government are regardless of his being accurate . It ' s not always the case , and some still it ' s not enough .",Mixed,1,1,1
347,15,881935242843521024,laraine_waring,2018-02-22,"She is a traitor to , she bot flood our country with who can neither read or write ! How is than beneficial to us ?",Mixed,1,1,0
360,0,1034745992,heyyitsstephx,2021-03-20,"The anger this me with is unbelievable , I see where the government stand , and for a woman is wrong but an anti - protest flooding the streets with is .. our ‘ leadership ’ man",Mixed,1,1,0
365,5,491236368,tinneycfc89,2021-03-20,"Tonight ' s is "" Road to "".. What a side that was , some flooding back . Coming up to 20 ago . Madness .",Mixed,1,1,2
375,15,1272333717613293570,paddymcginncar1,2021-03-20,Soil type from region to region so you would have a good idea if molybdenum and iron was high before you . There is in for instance flooding trace . Cereal do it a lot . Cattle not enough .,Mixed,1,1,2
378,18,20529131,stevereid1,2021-03-20,On today came across a lady who had over the flood with a suspected shoulder injury put my hat on and provided casualty care . No ETA on Ambulance so to task who to provide additional support teamwork,Mixed,1,1,0
397,4,20515972,skincarekatrina,2017-07-27,! My birthday weekend too - WHOOP WHOOP ! ( I was at the year of the horrific - still !),Mixed,1,1,1
405,12,497361285,vagabondbaker,2017-07-27,"The waterfall is still in raging flood today ! So wild and enthralling to watch . ,",Mixed,1,1,1
426,13,20583461,bigstuartie,2018-11-24,Proper beer v sunshine . At the moment proper beer after a week of and extortionate - Drinking a Flash Flood by Phoenix Brewery @ The Head —,Mixed,1,1,0
492,0,224778731,mjwhites1,2021-05-09,"politics Flooding and mass extinction it up north this week . V little knife crime round my way , enjoy 3 more of Khan",Mixed,1,1,0
494,2,1306653089915711490,tynesidestep,2021-05-09,Cutting back will remove and protection for wildlife . and were removed on the side of Moor Lane to accommodate Flood Alleviation Scheme despite otherwise .,Mixed,1,1,0
501,9,74973340,loucowmeadow,2021-05-09,Hi Flooding on Lane ( end / opposite Peel Grove ) causing hazard to and . Could you please make safe ? Many thanks and good,Mixed,1,1,1
505,0,33183740,roger_xanth_day,2018-09-14,"It still won ' t be affordable - interest , inflation and the unwilling to lend as and money flood out of the country . Carney ' t talking about a happy 30 % cut in .",Mixed,1,1,0
506,1,1100898691,charlesmp05,2018-09-13,been hit by the worst flood the country ever seen . Millions of are affected . We are inviting all of you to join us for this wonderful South dinner to support .,Mixed,1,1,1
527,2,250645450,michaeljwaldron,2019-02-27,This very balanced perspective on Cork ' s flood defence needs from is informative . There are still too many surrounding the current scheme which even seemingly will not adequately defend Cork .,Mixed,1,1,0
537,12,197366013,bootneckrecce,2019-02-27,One can see ’ s Party flooding the Parliament with should the be to vote in the EU as a result of A50 be extended beyond that election period . Be interesting to see how that out whether we get to vote or not . I doubt it .,Mixed,1,1,1
542,17,1510253143,bodymanialtd,2019-02-27,"of are flooding in on war between and through social media . We don ' t need this , we need to unite to bring Peace . The same 2 over here in the get on better , than what is happening 8 away from us . !",Mixed,1,2,1
549,1,1391536356,michaelposull,2020-10-23,cork Absolute disgrace that our local to split people apart in our city and blaming a local volunteer group ! Where were the temporary to protect local ? Embarrassing - they stood by yet again & ; watched the wave . Unbelievable !,Mixed,2,1,2
551,3,732633434493997056,eoinmpos,2020-10-23,Local that make Cork city the place we all love are suffering because of flooding . Please support the flood defence scheme . will delay the scheme for up to 5 . We need action now !,Mixed,1,2,1
562,14,176901596,johncollinscsc,2020-10-23,"This would allow and to play in narrow central supporting and flood the central , as and I hate to say it , the other mob across the city do so effectively . Think would benefit from a wee chat with .",Mixed,1,1,0
571,3,20662440,philsturgeon,2019-12-27,"The good news is that tomorrow I sail for , getting back to and spreading the word . had some insane which a lot of media ’ t covering , but there were dead stuck in off the ground . It ’ s wild down there .",Mixed,2,1,0
573,5,410723063,coryrocker,2019-12-27,"I ' m be real with you , first time I watched this , a single tear rolled down my cheek when I saw the shot of Link and at 02 : 58 . Just a wonderful flood of childhood and nostalgia , but also the feeling that had truly into the modern era . Magic .",Mixed,1,2,0
588,0,61271528,georgielotte,2021-06-19,It ' s very difficult when the world back to front with itself . I hope you all get some relief from the heat soon & ; flooding in other .,Mixed,1,1,1
591,3,2179860772,dimpisdimp,2021-06-19,"Very true Mel .... still we were with flood on whole day , but bad light was with flood on so it was pretty much ... expect better tomorrow .",Mixed,1,1,1
602,14,113629949,foxxie75,2021-06-19,Rule The World for … ️ ….. Cry .. Said It All .. The Flood .. A Million Love .. Love Love .. Shine x,Mixed,1,3,3
614,7,395790313,wrxmanpaul,2018-06-20,A decent person ’ t separate from . You imply they had a choice in this . I ’ m sure native were sick of flooding their homeland . The photo I posted may or may not be real but that ’ t take away from the fact that are in,Mixed,1,1,2
622,15,478166577,scotroadarchive,2018-06-20,The flooding at M8 Cross have been happening for the best part of 15 . Can you please make get it sorted . We have all the drainage if they need them ! Shocking of over a large puddle !,Mixed,1,1,2
633,6,1030190549691760640,ellands_road,2021-08-07,True to be honest it ' s either 4 warming in and a bit of flooding in or and we get 4 colder . ' t as bad as or other where millions will die . Burn more oil is safe .,Mixed,1,1,1
636,9,2189697473,trevfromtheyard,2021-08-07,Nothing man can do to stop climate change . The climate in it been doing so since time ... and China do right and should build nuclear power .. Start dredging the again and build flood .,Mixed,1,1,2
652,6,357011851,tinaonions,2021-01-31,"m bee that ' s terrible to hear m bee , I get a dumb council worker who no brains to be a ! Really me when I put so much Time & ; Effort in to my Job at work & ; Community work into the Village as a , Flood warden , Crime Prevention Advice and more .",Mixed,2,1,1
661,8,303999750,andynbrown16,2020-09-15,Took the chance to head over the magnificent estuary to where prep work on new flood is ongoing . Special are often the most at risk . More via,Mixed,1,1,1
666,13,243335049,leeholdsworth01,2020-09-15,The from Flood that are used in this piece would really worry me if I was a fan . like did don ' t come about if all is well in the camp . The one person can ' t replace is . Who goes there once he ' s gone ? Who does anywhere near the same job ?,Mixed,1,1,3
675,2,446563053,cborg_mirza,2017-06-26,"Oh my , this film Lion left me in of , so sad ! The cast & ; are brilliant !",Mixed,1,1,1
689,0,710421188,keithcahill,2018-12-18,Ran in it last night at 4 . 45pm and even then it felt dodgy !! Simply solution and short of a few quid !! make great !! We have an obesity issue and this may help getting people out at night ! Like on flood in for !,Mixed,1,3,2
698,9,20624200,steamchick,2018-12-18,"Wet and warm , which some might say is a good thing ! It ’ s a little too wet and people are getting stuck in and my sleep ! Hopefully the rain will stop soon .....",Mixed,1,1,1
723,7,22975434,carlowweather,2021-02-21,But ... before we get there we have some very bad weather coming tomorrow night and . Strong across the country tomorrow night and heavy rain . High risk of flooding in Southern with over 70mm possible by midnight night . Keep an eye on !,Mixed,2,1,2
739,13,2828938655,karlussher,2020-06-26,"It can and is at . But because it awhile it a big tank . Which is why when storm water the system they let it overflow into the sea . These ' t on this map , that ' s just constant pollution . Solution is simple",Mixed,1,1,3
764,38,2383533782,wxmsmith,2020-06-26,"Major and a pandemic ’ t stop the from reaching Tier 3 !! Cracking effort by all involved , onward to 2020 / 21 . Well done !",Mixed,2,1,0
766,1,33933098,jenc1410,2021-05-25,This poor couple and their story about their little girl . So brave to allow in to show what . Breaking my heart for them and in of . hospital,Mixed,1,2,1
767,2,1361434657347223553,mahija_reddy,2021-05-25,Health care been trapped to treat of on their 12 of during which they see no . of which can be horrendous experience and they are likely to suffer from . Can we take a moment to appreciate all the pandemic,Mixed,2,1,0
772,7,529544430,paulcraig91,2021-05-25,"Fantastic for our small town ... 700 would lose out on coaching sessions am lead to believe . Also , last time we had a grass pitch I recall 5 . Horrendously badly situated as well hence why our park easy too",Mixed,2,1,1
781,16,375286819,jolouisejordan,2021-05-25,been missing some time now and the local council have her family remove any or they ’ take legal action !! How awful ! Let ’ s help her heartbroken family by flooding social media with her image !!!,Mixed,1,1,1
789,4,428479853,thomasmcdade1,2021-07-18,"It ' s totally shocking how our and in , and have lost and in the . I would like to think that the have our solidarity and whatever practical support they need .",Mixed,1,1,0
792,7,42701045,flamingyam,2021-07-18,Terribly flooding in New by the look of . Delighted that the horse and are all . ️,Mixed,1,1,0
797,12,204232657,pdscoach,2021-07-18,Sending positive to the people & ; impacted by the flash in . Devastating !,Mixed,1,1,1
828,3,2440197041,jaketyfcmiller,2020-01-22,No wonder carrying these and every week !! Getting embarrassing now !! flooding out !! ️,Mixed,1,1,1
872,7,252083285,dekuip02,2022-05-06,"To be fair , the have worked hard to do it . 50 of throttling education , keeping the rich rich / and flooding the with right wing propaganda ’ t always been easy .",Mixed,1,1,0
875,2,303999750,andynbrown16,2019-03-30,Geomorphology may be word that ’ t mean much to some - it is though very important for flood risk & ; the wildlife of . So well worth following these folk .,Mixed,1,1,1
913,13,158135344,wexcoastbirds,2017-10-19,"Just in ... Some torrential rain out there at the moment , lots of spot flooding in the / area ... ️ Stay safe ..",Mixed,1,1,1
972,12,18715745,greengranma,2017-12-24,"Great interview with our knowledgeable geologist campaigner , , talking with authority about less destructive which still give high level of flood protection . Flood protection is important and ’ t be this destructive",Mixed,1,1,0
973,13,18715745,greengranma,2017-12-24,"Great interview with our knowledgeable geologist campaigner , , talking with authority about less destructive which still give high level of flood protection . Flood protection is important and ’ t be this destructive",Mixed,1,1,0
974,14,18715745,greengranma,2017-12-24,"Great interview with our knowledgeable geologist campaigner , talking with authority about less destructive still give high level of flood protection . Flood protection is important and ’ t be this destructive",Mixed,1,1,0
992,32,18715745,greengranma,2017-12-24,"misinformation . This scheme is to take more rainstorm water from upstream through the Park . Much and better to hold it back by a sluice gate at Pen - y - lan bridge , flooding for a short time . That ' s the purpose of this flood - plain .",Mixed,1,1,2
993,33,18715745,greengranma,2017-12-24,"misinformation . This scheme is to take more rainstorm water from upstream through the Park . Much and better to hold it back by a sluice gate at Pen - y - lan bridge , flooding for a short time . That ' s the purpose of this flood - plain .",Mixed,1,1,2
1002,42,1513533840,dalryroad,2017-12-24,"One sleep to go ho ho ho . As we all celebrate this season can we all spare a thought for the who have no food , nowhere safe to call home who are suffering in , and . A big thank you to all our and .",Mixed,1,2,0
1038,1,3320676238,thetoonnetwork,2018-08-04,"100 %. Would I want £ 20m flooding the team ? Of course , everyone would . But all the we ’ bought improve us and , the only unknown for me , like he works hard and lightning pace . Great impact if nothing else , can hopefully outscore .",Mixed,1,1,3
1052,15,51381343,sloughtownfc,2018-08-04,"36 ' Bowery booked for a foul on B . Free kick whipped in , Flood his head to it , but it ' s just over the bar . 1 - 1",Mixed,1,1,1
1053,16,44926043,foodborn,2018-08-04,Ah good on him . Give him a hug . I miss mine so much . Even though I the nursing home I drive close to it the other day and was in,Mixed,1,1,2
1069,12,3040209259,sophielloyd0,2017-02-24,"Interesting to on Hull this week , covering & ; Airport and a regional visit to talk flood risk",Mixed,1,1,0
1088,11,426815640,ball_helen,2020-02-24,I hope not . Think we are all suffering flood fatigue now . The one good thing been the community spirit and the willingness to help . Really your faith in humanity .,Mixed,1,2,1
1104,27,58541221,milnem,2020-02-24,"flood I ’ d prefer to see a full historical or sociological analysis , or more of excellent work already done and being done . Sweeping under the carpet can just to magnify harmful and hurtful . Not tackling troublesome myth or propaganda does our society disservice .",Mixed,2,1,0
1167,10,244710590,kwebbnurse,2022-05-10,This is a terrible time of extremism . Most people ’ t hard left or hard right and certainly accept and value . Sometimes SoMe can distort our view of reality because it ’ s are designed to flood us with stuff that will trigger us . Take care & ; be kind to yourself,Mixed,2,3,0
1187,15,2940877263,dannyhutchins0n,2019-10-20,Still one of the best horror ever .... and whilst to flood their over this new unbelievable trilogy STILL can ’ t give us Scream5 !,Mixed,1,1,0
1194,2,1270819111,timewalkproject,2018-03-23,"We have with 30 of experience re flood defence in the city . All those with local knowledge of geology , , & ; heritage & ; already working in moors re soft engineering so why ' t listening ? They can ' t possibly have better or .",Mixed,1,1,3
1212,0,711286666326048768,neil__olive,2021-11-27,"In , former of ours only recently had their large living room window forced in , a wall and fence blown over , their car window . The animal rescue there lost all their outdoor and a water pipe burst flooding some kennel . No hurt .",Mixed,2,1,0
1235,23,737575408535642112,danfwildlife,2021-11-27,"Put my low at water ’ s edge at last night , despite flood risk , & ; it off . 2 WATER RAIL this morn , & ; bonus OTTER last night ! well , its rear end . My 2 target species in 1 session !",Mixed,1,1,4
1236,24,216514255,jonstorey,2021-11-27,Flooding at The Glen Crossroads now . Who needs when you can have a grumpy old with a walking stick ? Job done ......,Mixed,1,1,1
1279,27,839254202811580416,mo_heidarzadeh,2020-05-20,This is another dam break at Dam in Michigan . Typical reason : severe flooding after days of rainfall . This is a wake up call for us that we MUST the capacity of our dam and improve them or add a new one if necessary !,Mixed,1,1,1
1294,14,20669719,reddevil66,2019-05-19,"An excellent example of the being flawed , is just after the 2015 , did an inspection on School and it . They had in fact limited the amount of time the were out of school and were in an extreme situation . and disgraceful .",Mixed,2,1,0
1316,16,178787896,lisa_scruton,2019-07-24,"Stage door is not an expectation . This from actually me in of ! Her awareness of / my mind ! Her generosity & ; time at stage door ( wearing her ) was incredible . She ’ s genuine , sincere a example of a great human ️",Mixed,1,4,1
1368,24,479495896,naakuallotey_,2019-08-17,Whoever been sending my dad all of these funny must stop . He just flooding the family group chat with them . And the funny thing is I sometimes feel bad for him when no one on them so I occasionally give some fake to make him feel good,Mixed,1,1,1
1397,2,1147810394402119681,petetownsenduk,2021-06-03,"Whatever they were assigned to was better that they had been in . They have no right to BE here and the judiciary opening the flood like this is ridiculous . I pay tax , but I resent it being used in this way ,.",Mixed,2,1,0
1399,4,1179558991220953091,boglarkakiss2,2021-06-03,"Fantastic afternoon spent at , , wildlife friendly farming & ; of . are ecosystem , these magnificent , improving water quality , wildlife & ; reducing risk of flooding .",Mixed,1,2,1
1483,28,174005874,sbmurphy15,2019-03-10,Please keep off your own land please don ' t do anything to protect your land or any remedial work to stop flooding and protecting the in these . Reason . canal is flooding your land but there not to blame . Honest,Mixed,1,2,1
1502,7,374289059,iamrfj07,2022-06-20,Flooding in major of especially in steady rain out . There was a bright chance of winning the series but the luckily weather came out to save . Hard luck SA no doubt also gave a good fight .,Mixed,1,1,1
1508,0,1302980475737210880,princessjaynea1,2020-11-14,Get ready 2 flood Twitter for our Tiger King legend ️ Joe Exotic We need you 2 keep Joe Exotic ’ s word & ; pardon Joe Exotic out from prison please 🇺🇸️ Joe Exotic is innocent & ; we need you Trump 2 pardon Joe Exotic he was set up,Mixed,1,1,1
1518,1,1297870242501337088,marie4exetercct,2021-05-13,"3 . ... that point so I the photo . Was getting along fine until my phone went off with a flood alert for the lower area . Dealt with that , then came up to a flood ... shall I , shan ' t I , no I won ' t ! Someone else ran along those but I ' m clumsy and I ' t up ...",Mixed,2,1,4
1523,6,1156976808375570439,dausillustrati1,2021-05-13,"What ’ s with all these lame ass on flooding the with “ Love it , to promote it ” ... this is honestly so pathetic",Mixed,1,1,0
1528,11,1323981848595279874,jonesytrevor1,2021-05-13,"o ie Raw sewage 47 %, agriculture 37 %, urban surface water 12 %, septic 4 % - 1 % of these is too high in my opinion . All water with a few of a buffer zone & ; flood not to be used for tillage or usage on grassland would help a lot ...",Mixed,1,1,1
1531,14,36617225,west_weather,2021-05-13,Good morning No sign of summer currently …… Cloudy with of rain or some heavy and perhaps thundery in the afternoon . Some brightness or perhaps some sun . 13 ° feeling cold . Risk of surface flooding .,Mixed,1,1,2
1536,3,42489594,imcangus,2017-11-14,Oh man the story worse and worse . We had about 4 of the most disastrous but hilarious . Best of the lot . I ’ m driving home from one in really early on and have to turn back because the car was flooding in “ storm ” and I had to stay the night .,Mixed,3,1,0
1598,14,581648101,notlistenning1,2017-01-14,all done on computer I think rather than knowledge of area . Old guy was right where it would flood & ; why his would not,Mixed,1,1,1
1631,7,206841211,callmedownsie,2018-09-09,"Our ' s lad just had his new shirt stolen off his nan ' s washing line . His poor old nan is in of . If anyone any extra clothes they don ' t need , she ’ d be ever so grateful .",Mixed,2,1,0
1653,29,338539848,dentaisolutions,2018-09-09,"The 5 star are flooding in this week ! This is another fantastic smile review from a patient of ' s . ' s treatment involved a combination of , & ; , and we ' re so she is so with her .",Mixed,1,1,2
1679,18,18765853,jacksonnguk,2021-02-17,Yes we are aware of the of flooding in . will be looking to increase the drainage budget by £ 4m from £ 3 . 7m to £ 7 . 7m next year - to help clear & ; repair some structural damages . We want as much of that increase in for our town .,Mixed,1,1,4
1693,1,1219576960927588353,chemconnon,2021-12-17,"It ’ s good to be on home soil ! It ’ s been a very tough few , mostly for personal , so I ’ m happy today ! It ’ s amazing , the minute you step onto an Aer flight you just feel the flood back ! I think it ’ s be a good , despite covid",Mixed,1,3,0
1752,10,17376740,handykam,2018-03-03,"Yes , crossed T . is bracing itself for flooding from ice , high due to full moon and spring . Crazy weather . May consider living on a boat at this rate ! All the best M",Mixed,1,1,3
1779,37,1105791482,soneillsarah,2018-03-03,in there . What a motley crew ! Emma and the beast may be gone but flooding now a concern .....,Mixed,1,1,1
1783,1,1421134406,mrsfladger69,2017-09-23,of watching last nights I ’ m exhausted now . So well written .,Mixed,1,1,0
1811,3,1064202373,seanna68,2019-04-02,Great for science too and the have so many species of and . It ’ s a great place to visit . I could flood you with but I don ’ t want to spoil your visit . We go a few times a year .,Mixed,1,2,1
1817,9,477540648,nuttynikdee,2019-04-02,Just watched and I was in and of . Thank god I watched it at home and not the cinema . I ’ m a mess !,Mixed,1,1,1
1822,14,62594912,davidfcox,2019-04-02,"propaganda technique "" "", flooding the so that if X is exposed they move onto "" what about T U V W Y Z ? and then there ' s .... I drown in it . Why I rely on people like you doing your excellent work on",Mixed,1,1,2
1825,1,550705417,donaldreid3,2020-06-06,A little path in which as a project to get the flooding problem fixed ended up as to demonstrate path original width . Lovely to talk to so many folk in the park out walking and cycling .,Mixed,1,1,0
1829,5,573951444,shelyp21,2020-06-06,of at the final season of ... Absolutely brilliant . This series really hit a nerve with me as I had just had my first breakdown in 2018 when I first watched it . Brilliant series . Well done all .. Superb acting 13reasonswhyseason4,Mixed,1,4,1
1840,16,300207990,ibs_epltd,2020-06-06,"We ' a range of project case on our , some of our best . To view visit - flooding",Mixed,1,1,0
1843,19,343572120,w14aps,2020-06-06,I was out there as a guest of . Saw the first game . Ye that flooding was mental .,Mixed,1,1,1
1851,5,3047705295,wearyprovo,2021-12-01,Slowly getting there after a rough 4 - 5 days & ; boiler in spewing water everywhere flooding the kitchen been a rough to say the least * on the one road now thow & ; hopefully of days be better,Mixed,2,1,0
1853,7,18995490,webkinsworld,2021-12-01,I have just given up entering for the day . I feel so I just want to relax and watch The Bachelor . My sting from crying . I am just disappointed that I feeling a bit better then last night the anxiety came flooding back in . Such a shame,Mixed,3,1,1
1879,9,995643824495058944,foxesafloat,2019-07-12,DOUBLE DAY ! The Revenge of the River Ribble ! Silver Fox swept away on the incoming flood tide as to regain control of our floating home ! Watch out for the bonus !,Mixed,1,2,1
1894,24,20149567,fruitpips77,2019-07-12,Now that ’ s a tornado !! Holy crap !! Stay safe flood,Mixed,1,1,1
1901,3,141646483,mikeyprince79,2020-05-16,just to your Cox . So many childhood came flooding back . All with that Graham commentary . Thank you,Mixed,1,1,2
1905,7,34086990,markohalloran,2020-05-16,flood hardware is easy to understand if you ’ ever been to of a weekend . And with his been saying that itself was unnecessary or unwise . like that I have no time for . Look at who on our covid .,Mixed,1,1,2
1944,6,145784584,sandauer,2018-03-15,"There are an infinite number of ways to lie & ; only 1 truth . propaganda today is not a wall nor a dike only flood overwhelming our critical thinking , not 2 promote agenda only 2 create doubt & ; poison mind Great work The Truth About",Mixed,2,1,1
1954,16,719184011,biz_doctors,2018-03-15,"Another delightful day on our an abandoned train , due to flooding & ; now a second signal failure of the day ! 5hrs into my journey and counting",Mixed,1,1,1
1956,18,91125024,allovus,2018-03-15,Latest : Park Road in Mallow closed due to flooding ; advised to take extra care amid status yellow rainfall warning,Mixed,1,1,0
1980,2,3082666996,clare_warwick,2021-01-11,"1 of my beloved best in . ( not even 5 away from my childhood summer home ). He knew I haven ' t been doing the best lately and how much I miss this little cottage , so he drove and took a photo of her . All those happy came flooding back ️",Mixed,1,2,1
2017,30,20171701,janet8uckingham,2020-02-12,Thanks for this . We do check the risk and rely on text and . The flood siren ' t sound at the weekend and by the time the text came through people were . Why ' t the siren sound ?,Mixed,1,1,2
2018,31,20171701,janet8uckingham,2020-02-12,"This is good to hear , thank you - do we know why the flood siren ' t go off at the weekend please ? Also is there a prediction for flooding at the weekend ? When we the text is too late for some to leave or sort out their as we are cut off",Mixed,1,1,1
2022,35,844828698754760704,gavinbridgeuk,2020-02-12,"news The EA regularly revise the flood risk as our climate threat . I don ’ t think it really if it ’ s tidal or flooding because of excess rainfall . One thing that would help is more permeable surfacing on , to let rain soak away .",Mixed,1,1,1
2027,0,287778660,jarvis_marakesh,2018-04-11,"Student are just the best company ! Stay with them and you ’ get , mice , , rude staff and so much more ! What a experience",Mixed,1,2,0
2032,5,533647675,chillysamuel,2018-04-11,Where exactly were these ‘ failing ’? The flood prevention worked well . It ’ s the mark of a failing campaign that you attempt to scare people into voting for you,Mixed,2,1,0
2063,1,514828336,ian_yorks,2020-01-02,"Hope my , and are safe . I ’ been there when it ’ s flooded , but nothing like this ...🇮🇩 News - : ' Not ordinary rain ', say",Mixed,1,1,1
2064,2,821528551,mr_estall,2020-01-02,"night is night with E and this week it ’ s the excellent 2 - player 1987 Channel Tunnel from - an asymmetric race to the middle while rubble and flooding and direction . A clever , tricky , thematic .",Mixed,1,1,0
2078,16,20338642,atolluk,2020-01-02,Great to hear such good news today on reintroduction of into River Otter . Far more sustainable upper management method to slow flow down not speed it up and pass flooding problem downstream . Watch “ Wildlife Trust - ” on,Mixed,1,1,1
2092,30,1102574971363254273,bulkybobsliv,2020-01-02,"Dear due to a flood in Bulky Bob ’ s Furniture World , the store we will be closed until early next week . Please bear with us at this time , we are doing everything we can and please rest assured that all …",Mixed,1,1,0
2172,7,58459424,chungulator,2021-09-26,"Thats a really good point . Long story , but it ' s a community run venue that had quite a bit of Council money given to it after it was by flooding . It was very well and in the past . Unfortunately I don ' t think the committee is very well prepared .",Mixed,2,2,0
2199,5,351609462,gazwalmsley,2018-07-01,I really wish Sugar would stop flooding with for possibly the worst idea to win The Apprentice . A box of for £ 15 ??? Why ?!? do better of at less than half that price !,Mixed,1,1,2
2200,6,2881238500,rbbyrne1,2018-07-01,"Thanks for your input but you ' re right it ' t fit our perception . As you ' re on here , could you chase up what is being done about the still overflowing on Green ? It ' s worrying the ' t prevent flooding in a drought .",Mixed,1,1,1
2213,19,928247031004573702,foofightinggal,2018-07-01,"Don ' t let it get you down Wish . Honestly , you ' re a great person and a good streamer . Keep being you . The rest will fall into place naturally . I will do my best to flood your chat with nonsense .",Mixed,1,1,3
2244,13,303999750,andynbrown16,2018-02-14,V happy to see this . As often the case it ’ s tricky all of on v valid while not making flood risk worse for any one . listening compromise,Mixed,1,1,1
