Unnamed: 0.1,Unnamed: 0,user_id,username,date,tweet,sentiment,negative_count,positive_count,neutral_count
55,17,21089670,ninamartell,2019-01-21,Little bit more let ' s flood it with colour now progress architecture best @,Positive,0,1,1
57,19,1444253772,vicky_gilmour,2019-01-21,I ’ just after 6 sleep stayed up to watch it . And it all comes flooding in how great it was .,Positive,0,1,1
59,1,1663639110,hafsabobat,2020-01-18,"help in a mental block here . "" Give two of extreme weather associated with tropical "". Flash flooding is not a type of extreme weather right ? What about a storm surge ?",Positive,0,1,3
63,5,15016982,jimdonahue7,2020-01-18,Beautiful sunset over the flood at tonight @ Estate,Positive,0,1,0
82,4,708988477,killygarrygaa66,2018-09-05,"Lotto : 1 , 17 , 27 , 31 No Winner € 40 : Mark Lynch , ; Flood , ; Smith ; , . Next week ' s will be € 13 , 200 . The draw will take place in the Meadow View Bar . Good luck everyone .",Positive,0,1,6
85,7,461945920,wanderingian,2018-09-05,"It ’ s always good to know what is supposed to happen . At this time of year , in March , the leaves just end up blocking the and cause flooding when it",Positive,0,1,1
87,9,749911459430367232,gothloretta,2018-09-05,"So cute , one letter from their and the are in ️",Positive,0,1,0
93,15,469535917,jamesmorgan1973,2018-09-05,under water again ! Unbelievable Flood,Positive,0,1,1
94,0,23586801,victoriaemmabri,2017-03-25,What a wonderful episode I am absolutely in of,Positive,0,1,0
100,6,86832038,syusyuhaida,2017-03-25,River after flooding yesterday and it ' s sunny all day today ! Lovely ! york @ River …,Positive,0,1,2
104,10,238533275,stephdufc83,2017-03-25,can ' t see flood is lucky to still be on the park ! He should have been off at . player .,Positive,0,1,2
108,14,726663090,jakewelsh10,2017-03-25,"10 since ma beloved , the famous won the cup flooding back at half time the day 🇳🇬🇮🇪",Positive,0,1,0
114,0,1329709235979104256,ynyshir2020,2020-12-08,coal mining flooding no ? Help us . Join our group and like our page,Positive,0,1,2
117,3,419822288,c_dodson_thatch,2020-12-08,"Certainly good land management is key . What is good land for partridge , uncut grass meadow is perfect for small , and so on . Flood plain used as pasture is amazing for , ground , but good for in winter",Positive,0,3,0
132,18,20301082,stanchers,2020-12-08,", so I was already what with it being V - Day , but in absolute watching this amazing film of what friendship can drive you to achieve .",Positive,0,1,0
134,20,74441858,barbosavl,2020-12-08,"Amazing work ! build first dam in in more than 400 . Beaver , and help human too – by flooding through , and filtering water as it downstream . flood",Positive,0,1,3
135,21,357011851,tinaonions,2020-12-08,"Flood Alert Update 6am 8 / 12 / 2020 . Slash lane - Impassable and Closed ️ lane , is Flooded but Passable with Caution ️ Other Flood prone are Clear .",Positive,0,1,1
141,3,310782331,bdhorrigan,2017-02-08,""" Flood "" is going to be magnificent . Hull2017",Positive,0,1,1
143,5,3072692500,llandrillop_s,2017-02-08,today for the Muir award . Helping the prevention of flooding by the .,Positive,0,1,1
145,7,252821029,apple1910,2017-02-08,Day well spent at the Flood Risk Management Conference frm2017,Positive,0,1,0
150,12,303167101,dcthorp,2017-02-08,"Wow ! I get to shoot a film about and flood defence . A really important , life - subject ! flooding Flood",Positive,0,2,2
153,15,175489193,no1farmerjake,2017-02-08,Great working with today on natural flood management catchment level - easy quick cheap,Positive,0,1,0
170,12,1894387916,hi_voices,2021-08-11,"My thesis , is we need these of the imagination to know ourselves , to rise above entrapment in the that the earth . So today , before faerie with tradition , I ’ speak on & ; of the 3 great .",Positive,0,1,2
175,17,200254524,celticjohn67,2021-08-11,"Is everybody through the west coast safe , I see we ’ re from",Positive,0,1,0
182,24,2370625320,murraysestagent,2021-08-11,"Open the sluice & ; let the happiness flood in . is a light & ; airy home by Wharf canalside . With wine bar & ; to , this 3 bed home with garden & ; parking could see you walk the tow path to a new . £ 369 , 995 . 01453 755552",Positive,0,1,8
191,8,156406791,pumpinghearts,2017-12-08,"Praise from across the board flooding in for , St ' s Hospital , one of 3 of our patient - nominated 2017 . Well done !",Positive,0,2,0
203,0,579229967,dailyyorkshire,2020-08-03,Chancellor Rishi North town for its £ 3 . 7m flood support scheme,Positive,0,1,1
206,3,95451948,seanmcdermott06,2020-08-02,Great show tonight - the of my teenage are flooding back . Could I be so bold as to suggest ' s All Of My Heart for the section ?,Positive,0,1,1
207,4,5571552,markblackman,2020-08-02,Absolute of watching ' s as someone who lived where it in and of the aftermath to our community .. Jimmy shown how much would have been if he was here today God bless you Gee and Walker RIP,Positive,0,2,0
208,5,152026853,katelavender81,2020-08-02,We were just up the hill slightly - mid way up is perfect - not too far to hike up hill but far enough up not to flood !!!,Positive,0,1,0
209,6,1211512633,hmcgpenarth,2020-08-02,"2 / 8 16 : 19 to 3 people & ; 2 dogs cutoff by tide Sully Island . to pickup the & ; bring them to the . The to cross the flooding causeway , turned around by local people . Safety advice about tide times .",Positive,0,1,5
214,11,1112467617497972738,dom_flood,2020-08-02,Let ’ s all laugh at county shall we,Positive,0,1,0
217,14,69282966,benmcknight61,2020-08-02,"Just checked out West Community Park . A lovely green space , built by and a host of , testing out environmental and flood prevention . It ' s a great spot .",Positive,0,2,1
221,0,178282374,meenahbash,2019-04-18,I like that use like “ I ’ m about to flood ” so you don ’ t bother about the next 1000 snaps,Positive,0,1,0
225,4,1487591101,knightsnotts,2019-04-18,"Another busy season with a trip to this at the fantastic Hall ! Over the we have snow , hail , flooding and strong but it we …",Positive,0,1,1
227,6,77225456,birdingdad,2019-04-18,So exciting ! News - in anti - flooding trial,Positive,0,1,1
232,11,886640883638075393,cllr_potter,2019-04-18,Productive meeting this morning with historical flooding in . for action on this moving forward !,Positive,0,1,1
233,12,2904991017,hymag_,2019-04-18,"Sending and hope to all those affected by flash in , and . 1984 . ‘ An tailor an essential from monsoon …",Positive,0,2,1
238,1,884702335552937984,openbenches,2020-04-21,"Happy of our Wonderful Mum & ; Rose Flood 11 . 12 . 1935 - 29 . 06 . 2018 She to sit here , her place . "" Doon by the "" BY - SA 4 . 0 ℅",Positive,0,1,7
239,2,1931252316,flood_ronan,2020-04-21,"Superb article , outstanding analysis !",Positive,0,1,0
244,7,138001185,ciaragallagher1,2020-04-21,Blessed to have it on your doorstep,Positive,0,1,0
245,8,1931252316,flood_ronan,2020-04-21,Lovely evening in Dun,Positive,0,1,0
247,10,197548497,stfiniansswords,2020-04-21,We are flooding our social media with set by our & ; of our from nursery right up to their . We ’ re also taking part in virtual & ; running as well as all with,Positive,0,1,3
250,13,160857600,daffydowndilly,2020-04-21,Flood report was I believe by / not but if it ’ s to be ‘ in its entirety ’ the sooner the better for,Positive,0,1,0
254,17,80535161,jimwilkz,2020-04-21,Evidently still going the Van ! Martin from the a smashing lad far too long since I saw him . I ’ m so I had any at all from 90 I certainly ’ t have any kind of camera befitting an event like that but some great come flooding back there,Positive,0,2,1
255,18,21752278,saturniine,2020-04-21,"I ’ d quite like to live at the edge of a body of water of some kind , or at least nearby , so that I ’ m not constantly worried about flooding .",Positive,0,1,0
259,2,29233764,darwindisciple,2017-04-21,"Shaw Lane 1 . 0 Athletic - Brilliant write up , as usual . it all flooding back ....",Positive,0,1,2
266,9,1464546890,gmgreencity,2017-04-21,Hearing all about the great work of the project natural for water quality and flood management in,Positive,0,1,0
269,12,574390894,tracyroshluna,2017-04-21,Awesome flooding in for 11DaysofDisney thanks n ! Throw out around ! Happy,Positive,0,2,1
270,13,4849406597,llewraven,2017-04-21,The hundred year flood poetry challenge love writer,Positive,0,1,0
272,0,303999750,andynbrown16,2018-12-22,3x critical leadership leading collaborative delivery for flood investment,Positive,0,1,0
315,43,51381343,sloughtownfc,2018-12-22,"2 ’ Great start for Slough as Warren his marker , Flood and he the bottom corner . 1 - 0",Positive,0,1,1
337,5,222851586,markbowersea,2018-02-22,"Some be - spoke , paint Property Flood Resilience recently in . We ’ had some very good feedback from today which is always nice .",Positive,0,1,1
339,7,390367363,bishopkathryn,2018-02-22,I ’ m in of here ! Superb performance,Positive,0,1,1
341,9,2901307745,robertodinirouk,2018-02-22,Thanks I ' m in !!! I want to be happy oh I ' m in,Positive,0,2,0
343,11,120445263,cjtunn,2018-02-22,Might make you sound better . I hope there ' s so many in .,Positive,0,1,1
348,16,505773301,ndevonbiosphere,2018-02-22,Contact us if you want advice on woods4water . Reduce and improve water quality .,Positive,0,1,1
352,20,167325420,philip_flood,2018-02-22,"‘ You need to consider that what you are offering impact , is essential , you can ’ t live without it .’ Excellent statement from on development gathering .",Positive,0,1,1
361,1,332718311,catsbennett,2021-03-20,Aw that brilliant . Please flood the time line with and . Dog are keeping me happy these days ️,Positive,0,2,1
362,2,809353867263676416,adambaylissea,2021-03-20,"I was just thinking I ’ seen a lot of odd , weird and wonderful stuff floating around in flood water .... .... but I ’ never seen a house floating down ( yet ).",Positive,0,1,1
363,3,22975434,carlowweather,2021-03-20,Some flooding in and other of in last 24 and compare our forecast rainfall over the 96 . Down under ’ t always better !,Positive,0,1,1
373,13,186890779,yeshgreetingsh,2021-03-20,Great to get out for 9 this morning at . Huge thanks to the greenkeeping staff for getting the open again . Hopefully the last flood for a time !,Positive,0,3,0
374,14,1442020933,martinaspiers,2021-03-20,"HoC2 Good to see this , will be to hear more . re flood for the Sheaf . Hope the can be linked to active travel along the Don and Porter .",Positive,0,2,1
379,19,44466028,janetom4,2021-03-20,"A Story ... Bob your story was so inspiring , a heartfelt memory made with your grandson . I was in as you told us how you took to the Stadium of Light ! ️ Thank you so much for ...",Positive,0,2,2
380,0,801129110,stuartcab205,2018-01-24,how good was Ross tonight . His love of came flooding great listen and well done again tonight .,Positive,0,2,0
381,1,41146510,bradford_tanda,2018-01-24,River on flood alert,Positive,0,1,0
392,12,20368766,nick_ely,2018-01-24,Great job & ; lifting out tidal gate at today . Flood defence temporarily in place with stop whilst gate is being . Gate around to lift location .,Positive,0,1,3
398,5,299240879,bronaghscott,2017-07-27,"of the nursing pool come flooding back , a flexibility and last minute & ; Added to overall experience",Positive,0,1,1
402,9,135856031,bradley_m,2017-07-27,.. must ... look ... away .. otherwise I will flood the place with drool ...,Positive,0,1,4
403,10,71860734,denizmcandrew,2017-07-27,Super well done to my gal . Welcome to the world of flooding and post blues !,Positive,0,1,1
404,11,42475361,blue4life1878,2017-07-27,Alan I ' got can ' t wait to see the blues under them flood,Positive,0,1,0
411,18,91701282,natfloodforum,2017-07-27,We ' re at the duck race to raise flood awareness . Come say hi and enjoy the event ! action4floods .,Positive,0,1,2
413,0,298619209,rustyvisage,2018-11-24,"Yes A Monster me in too . That ’ s down to Felicity , she ’ s just wonderful in like that .",Positive,0,1,1
415,2,1606148070,jamesdgreen02,2018-11-24,just to say a big thank you to the crew that came to my house in after a flood easy AM . Even went back to their station filled two of hot water as they had no power huge thank you,Positive,0,2,0
416,3,23331011,liverblokelfc,2018-11-24,Boss going to a gig and everyone is as old as me . Superb tonight . of the early 1980s came flooding back . Those were the days .,Positive,0,2,2
417,4,737152430,alexcole08,2018-11-24,flood ST Fair play to him ! Love the support,Positive,0,2,0
418,5,607561907,chr1saybrown,2018-11-24,"flood ST the game tonight , especially when the boy got his 1st shirt , looking forward to the next home game",Positive,0,1,0
420,7,496029413,burngold,2018-11-24,I wouldnt worry ... He just forecast ' winter ' but it does mean put your in the car rather than for when breakfast send you into a flood plain rather than a hill ....,Positive,0,1,1
425,12,66419894,imhavingthesoup,2018-11-24,"Right , I need 4 for the Villa game tomorrow . Happy to pay £ 1 . 25 above face value . Going to sit back and wait for the to flood in , will then make a choice .",Positive,0,1,3
427,14,18948183,benitohepton,2018-11-24,I bought some lovely in anticipation of flooding and it ’ t happen,Positive,0,1,0
431,18,222502109,ivers1983,2018-11-24,Hi - the green ’ t apart from two small at the back of the green which were and tied in with the on the surround . These were prone to flooding during heavy rainfall so this will help,Positive,0,1,1
432,19,1047155835321901056,christo10700708,2018-11-24,It is fine . All will be well . Trump will stand upon the edge of time and command it to abate the consequential future . The flood will cower in submission to the might of Don .,Positive,0,1,3
433,20,1931252316,flood_ronan,2018-11-24,ie Region Teamwork all the way and working with like yourselves too !!!!,Positive,0,1,0
435,22,30830537,cccdub,2018-11-24,Rightly so . Great work .,Positive,0,1,1
438,25,1931252316,flood_ronan,2018-11-24,"Very of team 2 very different last night , ncaa2018 for in + for ie",Positive,0,1,0
442,0,29951154,lukecas,2017-08-14,Chauffeur from airport to Dun Pat Flood was a true gent & ; great company . Apparently driver golf taxi,Positive,0,2,1
450,8,408655668,humanecreature,2017-08-14,Laying listening to rain fall hope to sink the Earth & ; my mind with of you forever in us,Positive,0,1,1
454,12,16906514,practicalaction,2017-08-14,"100 , 000 affected by flooding in . All of our staff r & ; safe . Read the full statement here .",Positive,0,1,3
456,14,103875069,tcvscotland,2017-08-14,Community Flooding ! & ; will provide all FREE training to monitor & ; clear burn debris & ; ID,Positive,0,1,4
470,11,4849297030,marketingmeraki,2021-10-30,Delighted and looking forward to seeing Flood Thank you so much,Positive,0,1,0
472,13,371153213,stebrown_bcafc,2021-10-30,w97 Just watching this clip alone just this ref is as much use as a tampon in the,Positive,0,1,0
478,19,921713587487498240,freemantlelab,2021-10-30,can you sort out the flooding on that we have repeatedly ! Thank you !,Positive,0,1,1
480,0,65476918,naomiandersson,2022-04-07,GA I love teaching flashy hydrography when it ’ s flood season for the River in . Directly our so becomes very real . They all remember lag time and the difference in defence & ; between ( ) and ( ).,Positive,0,1,3
483,3,43089947,jamesgabrown,2022-04-07,Took the opportunity to catch up with from undertaking Geophysical survey at as part of the Project . What can you spot in early beneath the green grass of the River flood plain ? Surrey,Positive,0,1,2
486,6,54204855,campaignjane,2022-04-07,"Brilliant morning spent with and . Must ensure right for conservation and protection of that play a massive role in ecology of region , flood management , AND our",Positive,0,2,0
497,5,36617225,west_weather,2021-05-09,"cause flooding in NE inland of this afternoon , I used to work here in the late 90 ’ s and seen some great lightning at this time of the year also too .",Positive,0,1,0
502,10,809353867263676416,adambaylissea,2021-05-09,Maybe we could get to be a opening a flood defence ? I ’ got a nice new Cat A Strategically Important Asset finishing shortly in that lots of stuff that could be ridden ….. not sure our H & ; S team would approve of it though,Positive,0,1,3
503,11,613926612,theoriginal_jd,2021-05-09,Luckily those are based off current situation - flood will be - I predict massive flood on the of Bay,Positive,0,1,0
504,12,496246862,nottsfalconcam,2021-05-09,"Day 4 - 09 : 29 ( 13 ° C , scattered , Wind : 6 . 7m / s ) - "" I think we are safe from the flooding up here .. just ..."" -",Positive,0,1,1
513,8,762367159,createcadence,2018-09-13,"I wish building was as easy as these make out ! , bash , bosh , live , flooding in !",Positive,0,1,1
518,13,19248487,bmograph,2018-09-13,This is pretty incredible weather ( not something I ’ d ever thought I ’ d say ). The of flood is a pretty powerful image but I ’ d imagine also effective in helping get the severity of flooding across to people thinking of riding it out,Positive,0,2,0
521,16,508856089,booooo_urns,2018-09-13,"Dear , do you ever shut up ? My phone is flooding with from your . Yours lovingly , 1 / 4 T ' Horse .",Positive,0,1,2
524,19,4909802289,chrisbaingerea,2018-09-13,officer is working with today building a badger sett . We are providing a new home as we need to exclude some that have been digging into our vital flood . of our species team providing expert guidance,Positive,0,1,2
528,3,2624725514,rycann15,2019-02-27,"Love it when folk tweet stuff like this , the come flooding back . I made a cardboard league table that year as I ' t wait for the paper , used to write the down , sit behind the couch , update it and then have the big reveal before tea !",Positive,0,1,1
529,4,3022063822,irelandmonica,2019-02-27,Looking good everyone . on an excellent event by all ...,Positive,0,2,0
533,8,2985990622,mbarnes_hydro,2019-02-27,Everyone to work together to safeguard water as a resource for the future and to ensure a resilient future against flood resilience consistency,Positive,0,1,0
539,14,1978599444,nwgrnd_flood,2019-02-27,We ’ re a bake sale for Fortnight today ! Money raised will help to ensure that cocoa are fairly for their work and are able to live a dignified …,Positive,0,1,1
545,20,3362413403,warminstermusic,2019-02-27,Another super Concert with lovely music and sunshine flooding the room .,Positive,0,1,0
547,22,303999750,andynbrown16,2019-02-27,Agreed ! Great piece by been involved in lowland economics for flood prevention drainage much true . adaptation,Positive,0,2,1
553,5,302862774,rosetintedlass,2020-10-23,Zeller1 Great to see the new bridge is at last open after the devastating,Positive,0,1,0
559,11,870291902507167744,gouldenamy,2020-10-23,"Lovely my covid test kit for local drop n collect today . From , to supporting modern slavery , now up ' s test n trace I am consistently by the Red Cross . ( I ' m not ill , just helping test the process ).",Positive,0,3,0
561,13,303999750,andynbrown16,2020-10-23,Another good virtual Regional Flood Coastal today . Important on delivery & ; potential future of 700mill ! Also about great collaboration on critical strategic work by & ; local .,Positive,0,2,3
563,15,15535314,liz_kentish,2020-10-23,"Many of you know I love handwriting , the inspiration for this is and their founder . It ’ s their 3rd birthday on 26th so please send a card and / or flood with good !",Positive,0,2,0
565,17,2331101316,simongbrooks,2020-10-23,"Watching . 6 and seeing two of F1 embrace & ; have massive respect for each other , me The come flooding back F1",Positive,0,1,2
569,1,113611349,happyclairy,2019-12-27,Be My Downfall by . Holy the come flooding back ! I do love me a bit of . Thank you for the wee nudge to this wander down memory lane ! x,Positive,0,3,2
590,2,1391536356,michaelposull,2021-06-19,It is so obvious . Can we have a minister for Planting native can help battle to control flooding,Positive,0,1,1
595,7,717328319360925696,saintbelle2016,2021-06-19,Beautiful scenery . Weather been kind today . Hope you ' t encounter any !,Positive,0,2,1
600,12,243757638,tomicaws,2021-06-19,Mad how some charity are glad of your stuff but some act like you ’ re flooding their house with . You ’ d think anyone would be over the moon to take delivery of a autobiography and a hamster cage,Positive,0,1,1
605,17,1375066172668907527,missus_giles,2021-06-19,That ' s in the US ? What are their per for in unsupervised of water to the ? It ' d be interesting to see any correlation with .,Positive,0,1,2
611,4,20189326,jemroberts,2018-06-20,They must have seen how well Star were doing by flooding the market with more content than anyone sane could want . Coming soon : half a dozen simultaneous spin - from .,Positive,0,1,1
613,6,4371689115,lewisd1995,2018-06-20,"Big fan of the getting rid of Clark , and and them with , Willow Flood and 🇮🇪🇮🇪🇮🇪",Positive,0,1,0
617,10,899564300,leerawlinsonea,2018-06-20,manager for Greater driving the boat ( quite expertly for his first time !) the data will be used to help understand the dynamics of the river and us to give accurate flood to the of,Positive,0,1,0
618,11,899564300,leerawlinsonea,2018-06-20,our Area Environment Manager being shown the data from our remote boat looking at flow of the river . This information is used in giving accurate flood that help keep people safe during extreme weather,Positive,0,1,1
621,14,42005972,annemarie6377,2018-06-20,Completely agree . with a light rain fall . Should have been fixed a long time ago,Positive,0,1,2
631,4,52080065,bigdonjaytee,2021-08-07,It ' s quite well which is good . I went to move the car some bam flew through the deep water flooding into my car so mow some electrics are acting funny,Positive,0,2,0
637,10,1709926386,carolynfitness,2021-08-07,"7899 D 1501 78 shop Update : we had a table booked . ' t sure we ' d make it . O / h ' t sure our car would get through the flood . We booked a taxi and all is well . Seated with a drink . . Was going to be toast for dinner otherwise ( on , normally I ' d have more food in )",Positive,0,1,6
638,11,2331101316,simongbrooks,2021-08-07,"Huge thanks to for my I received recently in support of her recent German Flood Appeal on . Truly grateful ! It would be great to raise more , please :",Positive,0,3,0
639,12,1006460987636142080,birchettrichard,2021-08-07,"Thanks , going on a little refresher but like you said , when you need them they come flooding back . Just to sit and enjoy nature sometimes is all is to heal and cleanse the mind",Positive,0,2,0
646,0,350132994,beebsymca,2021-01-31,Oh goodness ! I ' found film of flooding in village from 64 .,Positive,0,1,1
654,1,3208913297,davelbywater,2020-09-15,"Right you fine . In recognition of the outstanding contribution to and from our at the Trust & ; , flood twitter with of & ; their . 󠁧󠁢󠁳󠁣󠁴󠁿󠁧󠁢󠁳󠁣󠁴󠁿",Positive,0,2,2
656,3,420451021,emeka_ijezie,2020-09-15,C1 Why do you feel for him ? ' t he gone on record several times to back them ? To him the squad is perfect . He extended of . have . flooding the club with their . There ' s a cultural . He ' s their godson .,Positive,0,1,7
660,7,1264300665842565125,flaglowdham,2020-09-15,Really with the flexibility and helpfulness of and from Is reassuring to work with helpful who are to prevent flooding again .,Positive,0,1,0
663,10,303999750,andynbrown16,2020-09-15,Really good to hear from from on their over the winter to strengthen these . 1900 from better protection . investment flood coast partnership,Positive,0,2,1
668,15,549385637,joenicko7,2020-09-15,Does anyone know a rep for portable flood lighting for sports ? Thanks,Positive,0,1,1
670,17,41178452,fionadrane,2020-09-15,Great to see this good news in what been the most year for starting with flooding then Covid . Look forward to see this strong community rising to this new challenge and opportunity .,Positive,0,2,0
677,4,2443995074,btlf1,2017-06-26,"Sweetie money , they could flood society with money if they to",Positive,0,1,0
678,5,866532835,_jennifermeg,2017-06-26,So many for love island tonight be in of,Positive,0,1,0
681,8,20936855,donnchadhol,2017-06-26,Useful meeting this morn with County Council & ; Greenwood regarding Flood Relief Scheme in .,Positive,0,1,1
692,3,3643558696,sharonsfeed,2018-12-18,"Just magical ! Even giving his mum melted by heart , but was in by the end !!! To find such a love in your life as truly the heart , and their were SO , to them !",Positive,0,2,1
708,19,353822405,dalwhinniedebs,2018-12-18,"It was good to see you ! Thank you for the , and remains of the snow",Positive,0,2,0
710,1,1278022426098630656,jam_rugby,2021-12-21,Be really funny when they finally redevelop the ground … and it still,Positive,0,1,0
719,3,2978233893,liamyule83,2021-02-21,10 days between these . We ’ had a little bit of snow melt and rain ! flooding photography,Positive,0,1,2
725,9,1077191211440574465,euan_102,2021-02-21,The just ’ t any luck recently with Snow now flooding ..,Positive,0,1,0
726,0,20012083,corkseashell,2020-06-26,It had me in of . Heartbreakingly beautiful,Positive,0,1,1
727,1,362384407,onechrisbrown,2020-06-26,What a Album . of long hair and sensational dance are flooding back,Positive,0,2,0
729,3,1113169899050893312,cllrprice,2020-06-26,With the flooding and how we ’ re working together to help .,Positive,0,1,0
730,4,1113169899050893312,cllrprice,2020-06-26,With the flooding and how we ’ re working together to help .,Positive,0,1,0
741,15,858967704014913537,magpies_history,2020-06-26,"Absolutely Superb selection of , bought the flooding back Thank you very much for !",Positive,0,1,0
742,16,839343408,therapyupnorth,2020-06-26,day26 30dayswild - last few days of in june - not too late to join in & ; flood with beautiful - here ’ s a few from my engagement with nature this week in therapy outdoors,Positive,0,1,1
743,17,210941585,amykinsoo,2020-06-26,If you ' re flooding to beauty in this hot weather and leaving the full of rubbish then you ' re all absolute that don ' t deserve this wonderful planet .,Positive,0,1,0
749,23,1256174261611438084,oliverd1999,2020-06-26,as it ’ s I might treat myself to Chips & ; Rice ! Hope you ’ had a good week and a lovely weekend .... like flooding in York later,Positive,0,1,3
765,0,409199791,benbradbury_,2021-05-25,Good caveat ! - empt the flood .,Positive,0,1,1
778,13,946600818,emmajmckinley,2021-05-25,"Huge thanks to all of our in our first session - it was brilliant to hear about so many . Can ' t wait to hear from our Day 2 who will be covering all Flooding , Governance and ! 25yearsofSEP",Positive,0,3,0
779,14,852184301936545794,envagencyyorkfr,2021-05-25,"If you live in a flood warning or flood alert area , sign up to receive free at",Positive,0,1,0
780,15,852184301936545794,envagencyyorkfr,2021-05-25,"This month , the Flood Resilience team at & ; have two new Flood Warning covering 79 and , aiming to better prepare for flooding ️",Positive,0,1,1
783,18,776908728218116096,ritafinlay1,2021-05-25,In of flooding .... take all your precious to safety ...,Positive,0,1,1
784,19,1298659480696172549,ginger_toys,2021-05-25,I been very wet in thankfully the flood are holding,Positive,0,1,0
793,8,1071912014686101504,xpvruk,2021-07-18,- on Piccadilly would like to speak to you about this . Apparently almost 3 to install some ( whilst flooding our + a gas main ) yet nobody from the council getting back to us ?,Positive,0,1,1
809,4,1360340905,stonefacecreate,2019-03-26,The sun been shinning and the flood wall is coming on really well now . The wall is shaped to look like flowing water . For those wanting to see it in progress the wall …,Positive,0,2,1
813,8,18944593,diversevinyl,2019-03-26,"is back in today after a week off , just in time to witness the arrival of the much sought after Ray “ Flood ” edition ! Finally shipping today …",Positive,0,1,1
815,10,905595576,robonabike,2019-03-26,Especially looking forward to the part where they flick the motor into reverse and flood Lewis ' s with .,Positive,0,1,0
816,11,2774442242,stocksrugby,2019-03-26,"️ night training ️ Mighty fine weather ️ for training !!! Senior training tonight will be on Pitch 2 , 6 : 30pm meet ! The will be open , the will be on & ; the flood will be shinning bright !!!.",Positive,0,1,3
818,13,778616414718529536,lottiegregory_,2019-03-26,Yesterday our wbcsdmontreux2019 group over 100 at just outside University doing our little bit to help save from future flooding,Positive,0,1,0
820,15,2389097759,pedalsingh,2019-03-26,Happy Birthday !! oh my the of that day come flooding back,Positive,0,1,1
824,19,908412324930875392,droneorenstein,2019-03-26,"Thanks to my husband . Can you imagine what he goes through when I am in field . No contact , sometimes for a week he does not know where I am , I have no phone , I may be w / opposition , in , w / who are being . Who is the real hero !",Positive,0,2,2
825,0,2200987196,chuckmambo,2020-01-22,Thank you to everyone who tuned into for the please give me some time to reply to all the fan mail that is flooding in,Positive,0,1,0
826,1,529323920,chaseyerself,2020-01-22,"The draw is effortless , the to flood across the palate , burn was superb .",Positive,0,1,0
829,4,799000223901188097,almamcclorey,2020-01-22,I ' m a music quiz on 31st of in pub . for our local Special Group who work with who have special needs and ' s Hospital . Please share and spread the word,Positive,0,1,2
830,5,149894972,norgechester,2020-01-22,"Fascinating to listen to presentation on the "" Chester "" Image area additional interest to the route . water will actually reduce flooding giving just the right amount of “ ”!",Positive,0,1,1
835,10,1655393910,kellyagolds,2020-01-22,"Thank you for hosting today . Fascinating to hear and see the project delivery and innovation , which will help reduce tidal flood risk to so many people in Boston .",Positive,0,2,0
