,user_id,username,date,tweet
3,3958973973,amor_wilkes,2020-01-18,"Am I missing something here , as the waste is all water it will all run into the sea and the sea will overflow and flood low lying land ?"
4,2990273793,coventrypie,2020-01-18,- hi Mark - I am sure you are aware of the constant flooding which is again this weekend at the Hill / Road junction - please can you use you good to intervene to get a solution to the ongoing ?- ( )
5,15016982,jimdonahue7,2020-01-18,Beautiful sunset over the flood at tonight @ Estate
6,3446146816,riverlevelsuk,2020-01-18,Flood Alert : 20 : 25 18
7,3446146816,riverlevelsuk,2020-01-18,Flood Alert : Lower River at the River confluence at 20 : 25 18
8,3446146816,riverlevelsuk,2020-01-18,"Flood Alert : River for , Lower and 20 : 25 18"
9,3446146816,riverlevelsuk,2020-01-18,"Flood Alert : River for , , and its 20 : 25 18"
10,3446146816,riverlevelsuk,2020-01-18,Flood Alert : River from to 20 : 25 18
11,3446146816,riverlevelsuk,2020-01-18,Flood Alert : River from Hurley to 20 : 25 18
12,3446146816,riverlevelsuk,2020-01-18,Flood Alert : River from to Green 20 : 25 18
13,3446146816,riverlevelsuk,2020-01-18,Flood Alert : Upper River Wey 20 : 25 18
14,3446146816,riverlevelsuk,2020-01-18,Flood Alert : River and its from Upper down to 19 : 38 18
15,3446146816,riverlevelsuk,2020-01-18,Flood Alert : River Ray and its from Lee to and 19 : 38 18
16,3446146816,riverlevelsuk,2020-01-18,Flood Alert : River and Brook 19 : 38 18
17,3446146816,riverlevelsuk,2020-01-18,Flood Alert : River and its small from to 19 : 39 18
18,3446146816,riverlevelsuk,2020-01-18,Flood Alert : River and from Wick down to Lock 19 : 39 18
19,3446146816,riverlevelsuk,2020-01-18,Flood Alert : River from to 19 : 39 18
0,568349106,lawt_d,2018-09-05,"“ There is a tide in the of men , Which taken at the flood , on to fortune . , all the voyage of their life is bound in shallows and in . On such a full sea are we now afloat .” It ’ s now or never !"
1,22777721,eileenkelly33,2018-09-05,What is not happening ! Flood alleviation a flood by a water main in Road closed today and may not be open until after the weekend !
2,173846043,coffeeneedednow,2018-09-05,"’ t ask for yet ANOTHER hectic day . On set , a toilet was , a flood , through the roof and cut off the . LATER , train by 1 hour . at work . Need to be up by 7 ."
3,303999750,andynbrown16,2018-09-05,Without a shadow of doubt engagement is 1 of the MOST key of flood risk . the central piece of the ( or mosaic if you prefer !)
4,708988477,killygarrygaa66,2018-09-05,"Lotto : 1 , 17 , 27 , 31 No Winner € 40 : Mark Lynch , ; Flood , ; Smith ; , . Next week ' s will be € 13 , 200 . The draw will take place in the Meadow View Bar . Good luck everyone ."
5,331485453,a_s_rich,2018-09-05,Yeah me too . Thankfully they had a spillway last time we had a century flood so not as much damage . But still not passable .
6,461945920,wanderingian,2018-09-05,"Hi , suggest you need to make sure all the in March are clear . What are you ’ re to prevent flooding in Fenland this autumn / winter ?"
7,461945920,wanderingian,2018-09-05,"It ’ s always good to know what is supposed to happen . At this time of year , in March , the leaves just end up blocking the and cause flooding when it"
8,2899652613,barelyonfire,2018-09-05,"the tea is that y ’ all will be flooding famous drag when they tweet something cryptic or sad , but refuse to check up on your actual when they ’ re not doing too good ️"
9,749911459430367232,gothloretta,2018-09-05,"So cute , one letter from their and the are in ️"
10,593756033,dailysurrey,2018-09-05,Crawley after burst water main road to flood
11,20149653,hollyy_atkin,2018-09-05,It never but in . Major to prevent future flooding have .. another flood from a burst water pipe !
12,2498871378,greenbeltsal,2018-09-05,How Union most probably the extra flooding by Hellish on
13,426740892,iaing81,2018-09-05,Tropical Storm made landfall in and will now move slowly over the next few days . I think rain will be very high with flooding .
14,468510569,bae_bristol,2018-09-05,"sale HEAD OVER TO OUR NOW ! Stock clearance and sale available . When they ' re gone , they are gone . Blaze Delta Design LED Scene Flood Work and much more !"
15,469535917,jamesmorgan1973,2018-09-05,under water again ! Unbelievable Flood
0,23586801,victoriaemmabri,2017-03-25,What a wonderful episode I am absolutely in of
1,721758440482349056,s0memonsoon,2017-03-25,when your you so much and you end up in of
2,2647531160,triboseat,2017-03-25,can anyone else see the fox shape of the flood lit track
3,2591204906,lovesheffielduk,2017-03-25,Police set to flood in latest crime blitz
4,2591204906,lovesheffielduk,2017-03-25,Police set to flood in latest crime blitz - The Star
5,1359151604,sosheffield,2017-03-25,Police set to flood in latest crime blitz - The Star
6,86832038,syusyuhaida,2017-03-25,River after flooding yesterday and it ' s sunny all day today ! Lovely ! york @ River …
7,531367880,hamish_ellis,2017-03-25,Sunny day in rehearsal . Flood Hull17
8,3446146816,riverlevelsuk,2017-03-25,Flood Alert : River and its 14 : 38 24 March
9,617898452,ollie_rd,2017-03-25,: Not all the covenant went through to the Ark and Truth dying ' t end the war . Also the Flood ' t .
10,238533275,stephdufc83,2017-03-25,can ' t see flood is lucky to still be on the park ! He should have been off at . player .
11,117595462,djmarkkavanagh,2017-03-25,Am in and the are flooding back . I don ' t recall the bar …
12,2909746599,jonnyr_labour,2017-03-25,"Also a problem for May if of Hard , old fashioned conservative flood her party again"
13,238533275,stephdufc83,2017-03-25,Just send flood off eh . He ' s
14,726663090,jakewelsh10,2017-03-25,"10 since ma beloved , the famous won the cup flooding back at half time the day 🇳🇬🇮🇪"
15,238533275,stephdufc83,2017-03-25,Flood ' t cross a road .
16,3446146816,riverlevelsuk,2017-03-25,Flood Alert : Upper River 09 : 59 25 March
17,3446146816,riverlevelsuk,2017-03-25,"Flood Alert : , and 10 : 55 23 March"
18,3446146816,riverlevelsuk,2017-03-25,"Flood Alert : , and 10 : 55 23 March"
19,3446146816,riverlevelsuk,2017-03-25,Flood Alert : Tidal River 10 : 03 25 March
0,1329709235979104256,ynyshir2020,2020-12-08,coal mining flooding no ? Help us . Join our group and like our page
1,1237121,longwelsh,2020-12-08,know you ’ re in the hole though . I can ’ t say someone with an overly high noise floor and some background hum is the same as my kitchen is flooding .
2,546727841,matthewhicks13,2020-12-08,"I ' d say they have something to do with flood mitigation , which was the landowner ' s justification for doing it ."
3,419822288,c_dodson_thatch,2020-12-08,"Certainly good land management is key . What is good land for partridge , uncut grass meadow is perfect for small , and so on . Flood plain used as pasture is amazing for , ground , but good for in winter"
4,945429962,jmrogers2000,2020-12-08,"Now - Don ' t attack , flood the & ; stop the counter . Then kill them off on the break ."
5,17949485,rossmcgill,2020-12-08,Tried to play around with the shower taps !!!! Think and flood ...
6,135195401,robynwoolston,2020-12-08,Climate crisis to triple flooding threat for low - income US by 2050 ///////
7,1006149809961566208,wrexhamforeu,2020-12-08,"Is this part of the flood of investment by Liar during the general election campaign ? Oh , it ’ s in not after originally saying it would be in the ."
8,4795755449,colinfb5,2020-12-08,"1 . , calculatedly triggered the flood of people from . 2 . , repeatedly the sh1t , lie upon lie and zero responsibility . 3 . being so weak to commit to ill and loosely defined referendum just to get to No 10 ."
9,357011851,tinaonions,2020-12-08,"FLOOD PATROL UPDATE 4pm 8 / 12 / 2020 . Slash lane , remain Impassable and Closed ️ due to Flooding / Debris ️ lane , ( between Slash lane - A6 bypass ) is Passable with ️ due to Flooding & ; Debris so use ️ lane - Clear but but use ️ due to Debris ."
10,41839007,rossihancock,2020-12-08,Thanks for flooding my garage / gym through your own error . Exactly the phone call I hoped to receive from my wife at work
11,239980914,watterloony,2020-12-08,Flood in photo yet !
12,2335515739,mistermac97,2020-12-08,Avoid / Road end of Road in - Road Closed due to flood
13,301692393,openairend,2020-12-08,flooding back already ....
14,1242922647928950784,cwmdaren,2020-12-08,"With winter starting I was just wondering what the resent flood are thinking about the Government in . Broken , and a downright disregard for The Welsh people . Any update please ?"
15,14141164,jamesshoebottom,2020-12-08,My a short walk around boating lake by .
16,121621638,rcrohit7,2020-12-08,"On the 68 anniversary of the Great Smog of , my new paper with evidence on how certified are flooding your living room with harmful particulate matter"
17,1173613725082894337,f15jcm,2020-12-08,"Yep . , the boss also a big stake which I like . As soon as government support I think the flood will open . Even if I ' m wrong the downside ' t look too bad ."
18,20301082,stanchers,2020-12-08,", so I was already what with it being V - Day , but in absolute watching this amazing film of what friendship can drive you to achieve ."
19,1108364473440632832,beachruminator,2020-12-08,"Anything that dead weight to prevent movement . Flood , underpinning , crowd control , test card ... I assume we will return to 1970s after"
20,74441858,barbosavl,2020-12-08,"Amazing work ! build first dam in in more than 400 . Beaver , and help human too – by flooding through , and filtering water as it downstream . flood"
21,357011851,tinaonions,2020-12-08,"Flood Alert Update 6am 8 / 12 / 2020 . Slash lane - Impassable and Closed ️ lane , is Flooded but Passable with Caution ️ Other Flood prone are Clear ."
22,246324373,floodmary,2020-12-08,So is adaptation to speed up flood recovery the answer ?
23,2539681750,iamruthpainter,2020-12-08,"They will probably be feeling uncomfortable , with , internal pelvic pain , bloating , & ; hormone imbalance causing you to feel emotional , sometimes tearful , sometimes angry , sometimes forgetful , sometimes confused . For the first few days it might flood the pad with"
0,3446146816,riverlevelsuk,2017-02-08,Flood Alert : South 10 : 26 7
1,401623819,khiajourno,2017-02-08,got me in of
2,3446146816,riverlevelsuk,2017-02-08,Flood Alert : River and its 08 : 37 8
3,310782331,bdhorrigan,2017-02-08,""" Flood "" is going to be magnificent . Hull2017"
4,729975578464489472,rogerdrew8,2017-02-08,"Hs2 don ' t care about , EDUCATION , FIRE , SOCIAL CARE , FLOOD DEFENSE , COASTAL EROSION - OR IS THAT THE GOVERNMENT HS2"
5,3072692500,llandrillop_s,2017-02-08,today for the Muir award . Helping the prevention of flooding by the .
6,2924341488,sheena_s_kaur,2017-02-08,have made available a telephone tax 0800 904 7900 for anyone affected by severe weather or .
7,252821029,apple1910,2017-02-08,Day well spent at the Flood Risk Management Conference frm2017
8,174275363,rossimcneil,2017-02-08,"I hope all the joey land , flood , service charge .. could go on , that I already had , get used"
9,63105565,joshhad,2017-02-08,""" , and as climate change "":"
10,279083547,thealastairw,2017-02-08,It last summer ' s flood may have another victim . The trusty might be getting written off . :-(
11,63105565,joshhad,2017-02-08,""" and erosion [ enhanced by climate change ] are ’ s most significant "":"
12,303167101,dcthorp,2017-02-08,"Wow ! I get to shoot a film about and flood defence . A really important , life - subject ! flooding Flood"
13,377570338,paulking25,2017-02-08,Any in on the 24th ??? flood
14,317686333,jostermilne,2017-02-08,"Register here for Pali ' s next free Conveyancing on Flooding , 28th at 11am property"
15,175489193,no1farmerjake,2017-02-08,Great working with today on natural flood management catchment level - easy quick cheap
16,7264292,socialtechno,2017-02-08,We ' t rich enough to buy a house on a flood plain .
17,2503849297,olivergburke,2017-02-08,could mean a flood of US the public don ' t want .
18,599427791,dailyhereford,2017-02-08,Flooding at Lane
19,2498871378,greenbeltsal,2017-02-08,that folk swarm to in their = pollution runoff flooding
0,77723007,amunra1h,2021-08-11,"Noticeable the "" expert "" away . to rely on failure to record / certificate the of flood , and that a peeved curator , with 1 of his ( Time of Peace ), had no humanity for publicly .. And photo expert !!"
1,46991710,gemcowles,2021-08-11,"HIGHEST TEMP 48 . 8 ° C 2021 ️ Canada West US Finland Turkey Unprecedented China forest Taiga , / CA Emergency environment Earth"
2,305824753,rochdale_cowboy,2021-08-11,"I was talking to my 11yr old about climate change like you . He thought it was the most ridiculous concept ever . "" What about the , and melting ? They must be stupid "" he said ..."
3,269821682,cmclpt,2021-08-11,"Scenario . 0300 , deluge rain , in 30 min your house will be lost to . You are by a police . "" Police , you must evacuate immediately , we will leave in 1 min ."" What will you carry with you into the cold wet darkness in night clothes ? Remember your house will go ."
4,1978302632,insurepairuk,2021-08-11,"️️️️️ “ come to the rescue ! The 4th emergency service . During the recent , came to the rescue for me and my family . With a speedy initial and visit to our house . The team took control and put our mind at rest that all was in hand …"
5,87236571,eeeliiif,2021-08-11,flood ' :))
6,1418938669,tchaieb,2021-08-11,The South of Turkey 🇹🇷 is by The North flooding pray for Turkey 🇹🇷
7,2263949674,archiehamilton6,2021-08-11,? I know there ' s been some flooding recently but climate change must be even worse than if Loch that far away .
8,4360709415,_tornaydo_,2021-08-11,"watching the and of from when i was in hospital cos of it as a , and people pick on me because of my and how i ’ m totally by it now . growth ?"
9,588425453,barrattpeter,2021-08-11,"The picture above flood at a recently flooded town in which was as unprecedented , except it ’ t !"
10,32031156,pbalfe64,2021-08-11,"oh and just remind them that its code red for the planet , , and drought all over the world but hey ho , stop them from driving 1 mile to get the newspaper so they read about being a nuisance and they get upset . thick as mince and belief"
11,2866291967,sullivan55jim,2021-08-11,A lot of the flooding was because the were blocked from last falling leaves never see them getting till they flood even then all the debris is left lying waiting to be washed down the again
12,1894387916,hi_voices,2021-08-11,"My thesis , is we need these of the imagination to know ourselves , to rise above entrapment in the that the earth . So today , before faerie with tradition , I ’ speak on & ; of the 3 great ."
13,1265621384304250885,stewardson_alan,2021-08-11,cracking whilst all around him is burning and flooding but will still it nothing to do with climate change .
14,1217084911041073152,keithsharpe20,2021-08-11,"Anybody who have seen the forest and across the world , and still saying it ’ s nothing to do with us , are either just plain stupid or are making a lot of money and care nothing about the planet !"
15,2343081473,bruce437t,2021-08-11,", on her added deck pad , alongside . We flooded 7 , 000 into ballast to flood the dock , 4 steam turbine , rated 1 , 000t hour pump out , ballast control aft ."
16,39347912,donna_cooney1,2021-08-11,recent 2015 ' s Storm 2017 ' s flash 2018 drought & ; We should expect increasingly to see further & ; more pronounced with additional global warming . 6 key
17,200254524,celticjohn67,2021-08-11,"Is everybody through the west coast safe , I see we ’ re from"
18,870707808,dianaday44,2021-08-11,"lion Nice ️️ day here too . yep a win is a win & ; on to Sat v . 2nd half was boring at best , a 3rd might have the flood but ' t to be . Just great to be home again and normality regardless of government restriction . Great to meet old too"
19,2792589217,joeporteruk,2021-08-11,"Another agenda at last night ' s with Parish Council meeting : flooding , sport and leisure , new canal , road safety awareness , footpath maintenance , , blocked , Best Kept Village competition , and of course !"
20,3343073117,sunshine_no_1,2021-08-11,I just to say a huge thank you for all the of support following the flood - I ' been so touched by each & ; every 1 . I ' m sorry I haven ' t been able to reply to them all individually - I ' been busy clearing everything out of the shop so can start ...
21,751257312057298944,psychogreenie,2021-08-11,"Secondly , you ' been promising everyone a surprise headliner to appear at the Festival . of have been sold on the strength of this promise / tease . This surprise appearance was only in the wake of a flood of about the quality of the line - up ..."
22,17017645,petetheref,2021-08-11,"Professor is from , in the US . The US is currently dealing with a flood of Covid . Delta is much more vigorous than Alpha and are getting horribly sick . Deal with it and stop being callous ."
23,1135144364,sccrowther,2021-08-11,"Flash flood left me sunk by the small print , with a £ 2 , 750 excess bill via"
24,2370625320,murraysestagent,2021-08-11,"Open the sluice & ; let the happiness flood in . is a light & ; airy home by Wharf canalside . With wine bar & ; to , this 3 bed home with garden & ; parking could see you walk the tow path to a new . £ 369 , 995 . 01453 755552"
0,1931252316,flood_ronan,2017-12-08,"I had a good laugh at this , unfortunately I might add"
1,195877607,baltibellysteve,2017-12-08,The r flooding back of Afternoons at Nan & ; ️ Here goes Nat King Cole Chess Horse Racing M & ; B Pale Ale Sherbet Jamboree Wrestling Spot the Ball Home Made Lemonade Football The B . C . F . C
2,932432480,alidriveruk,2017-12-08,I ’ m to hear from in the know that and have that can do far more good than harm when it comes to flood risk management . And then there are all the other significant . This particular story is genuine good news for society .
3,1657588597,theianhalstead,2017-12-08,to discover it was still open . Thought that ( like the Sparrow Hawk ) it had been a victim of the grandiose of Flood & ; Fletcher ’ s football academy .
4,228851252,voodoolounge12,2017-12-08,"cannot be for this ! It is down to incompetent Council not being prepared for a "" normal "" winter . Not cleaning / ( result ), a few snow by ice ( lack of ) Too many office based pen .!!"
5,3020372019,electricalsjk,2017-12-08,"Freezing brass on the scissor lifter today , old with 100watt LED UK1"
6,3446146816,riverlevelsuk,2017-12-08,Flood Alert : Estuary from Station to Clough 15 : 07 8
7,2426915406,these4wallsblog,2017-12-08,And the flood of purple - related press ...
8,156406791,pumpinghearts,2017-12-08,"Praise from across the board flooding in for , St ' s Hospital , one of 3 of our patient - nominated 2017 . Well done !"
9,3446146816,riverlevelsuk,2017-12-08,Flood Warning : North Sea Coast at 13 : 48 8
10,3446146816,riverlevelsuk,2017-12-08,Flood Alert : North Sea Coast from to 13 : 55 8
11,3446146816,riverlevelsuk,2017-12-08,Flood Alert : North Sea Coast at 13 : 55 8
12,3446146816,riverlevelsuk,2017-12-08,Flood Warning : North Sea Coast at - Harbour Road and Floral Pavilion 13 : 48 8
13,3446146816,riverlevelsuk,2017-12-08,Flood Alert : North Sea Coast from to tidal River 13 : 55 8
14,3446146816,riverlevelsuk,2017-12-08,Flood Alert : Estuary from Spurn Point to Outfall 13 : 55 8
15,3446146816,riverlevelsuk,2017-12-08,Flood Alert : North Sea Coast at 13 : 55 8
16,3446146816,riverlevelsuk,2017-12-08,"Flood Alert : North Sea Coast at , and 13 : 56 8"
17,3446146816,riverlevelsuk,2017-12-08,Flood Alert : Coast 13 : 08 8
18,3406988183,sunkensie,2017-12-08,""" planting sparked a list of spin - off , from tourism to a nascent woodland economy ; from flood management to thriving wildlife ; from health and to housebuilding and "" ^ can also be replicated in urban"
19,2674925122,avidgardener72,2017-12-08,Yes the half submerged is marking the river course it onto flood area . been known to cover the road as it did 3 ago
0,579229967,dailyyorkshire,2020-08-03,Chancellor Rishi North town for its £ 3 . 7m flood support scheme
1,1120417800,wmfsperrybarr,2020-08-02,"along side currently dealing with flooding on the A4041 , Please avoid the area"
2,1112467617497972738,dom_flood,2020-08-02,g when did I ask
3,95451948,seanmcdermott06,2020-08-02,Great show tonight - the of my teenage are flooding back . Could I be so bold as to suggest ' s All Of My Heart for the section ?
4,5571552,markblackman,2020-08-02,Absolute of watching ' s as someone who lived where it in and of the aftermath to our community .. Jimmy shown how much would have been if he was here today God bless you Gee and Walker RIP
5,152026853,katelavender81,2020-08-02,We were just up the hill slightly - mid way up is perfect - not too far to hike up hill but far enough up not to flood !!!
6,1211512633,hmcgpenarth,2020-08-02,"2 / 8 16 : 19 to 3 people & ; 2 dogs cutoff by tide Sully Island . to pickup the & ; bring them to the . The to cross the flooding causeway , turned around by local people . Safety advice about tide times ."
7,85932841,chrissteele90,2020-08-02,without flooding .
8,137819781,capnthommo,2020-08-02,Maybe it ' s to flood the relevant and the with work making it difficult for people wishing to vote ? Not a US citizen so I ' m just guessing here .
9,114905979,tymgrady,2020-08-02,Flood ...
10,51678787,alyn1957,2020-08-02,"The forlorn looking dog approach during the from the by of was the most perverse , on so many ."
11,1112467617497972738,dom_flood,2020-08-02,Let ’ s all laugh at county shall we
12,317005910,trystan_ross,2020-08-02,"But he also said it in jest , and then provided a link to a article ( ironically ) which gave a plausible for how they were . Not by but by who ’ t work due to the flooding of the . At least , that ’ s the general historical consensus ."
13,374724785,burtyboro,2020-08-02,Why would they inform people before hand ?? They would get a flood of and the would be too many
14,69282966,benmcknight61,2020-08-02,"Just checked out West Community Park . A lovely green space , built by and a host of , testing out environmental and flood prevention . It ' s a great spot ."
15,374709481,nyc2sn1,2020-08-02,flood
16,2437141777,tickle_photo,2020-08-02,August is always the month for wedding . Get ready for of wedding of ' their this month Do you know someone who is newly engaged ? Are you …
17,237486657,sublimate888,2020-08-02,"It ’ s business ! Pure and simple Business . The suburban circuit in the south . Pack ‘ em in and keep ‘ em gasping with far fetched about “ ” of , sovereignty and bent . But cash is king in their kingdom ! Money ! Dough ! in !"
0,178282374,meenahbash,2019-04-18,I like that use like “ I ’ m about to flood ” so you don ’ t bother about the next 1000 snaps
1,2985623008,dbirch214,2019-04-18,Major flooding coming to Turkey .
