Unnamed: 0.1,Unnamed: 0,user_id,username,date,tweet,sentiment,negative_count,positive_count,neutral_count,keyPhrases,keyWord
0,0,324546384,pnovelistgale,2022-04-11,Ah well the great fenland of that year are well . Sorry about the traumatic death that goes with them . ( Or have you not got that far …?),Mixed,1,1,1,"['great fenland', 'traumatic death', 'year']",great fenland
0,0,324546384,pnovelistgale,2022-04-11,Ah well the great fenland of that year are well . Sorry about the traumatic death that goes with them . ( Or have you not got that far …?),Mixed,1,1,1,"['great fenland', 'traumatic death', 'year']",traumatic death
0,0,324546384,pnovelistgale,2022-04-11,Ah well the great fenland of that year are well . Sorry about the traumatic death that goes with them . ( Or have you not got that far …?),Mixed,1,1,1,"['great fenland', 'traumatic death', 'year']",year
6,6,570064843,amyl_iom,2022-04-11,"Gosh - an almighty flood AND ?! Thinking of you all ( those not in SA , is a way to distribute power when demand for electricity is greater than the primary power source can supply . Usually 2 - 4 loss of power in each area per day )",Mixed,1,1,1,"['primary power source', 'almighty flood', '2 - 4 loss', 'Gosh', 'SA', 'way', 'demand', 'electricity', 'area', 'day']",primary power source
6,6,570064843,amyl_iom,2022-04-11,"Gosh - an almighty flood AND ?! Thinking of you all ( those not in SA , is a way to distribute power when demand for electricity is greater than the primary power source can supply . Usually 2 - 4 loss of power in each area per day )",Mixed,1,1,1,"['primary power source', 'almighty flood', '2 - 4 loss', 'Gosh', 'SA', 'way', 'demand', 'electricity', 'area', 'day']",almighty flood
6,6,570064843,amyl_iom,2022-04-11,"Gosh - an almighty flood AND ?! Thinking of you all ( those not in SA , is a way to distribute power when demand for electricity is greater than the primary power source can supply . Usually 2 - 4 loss of power in each area per day )",Mixed,1,1,1,"['primary power source', 'almighty flood', '2 - 4 loss', 'Gosh', 'SA', 'way', 'demand', 'electricity', 'area', 'day']",2 - 4 loss
6,6,570064843,amyl_iom,2022-04-11,"Gosh - an almighty flood AND ?! Thinking of you all ( those not in SA , is a way to distribute power when demand for electricity is greater than the primary power source can supply . Usually 2 - 4 loss of power in each area per day )",Mixed,1,1,1,"['primary power source', 'almighty flood', '2 - 4 loss', 'Gosh', 'SA', 'way', 'demand', 'electricity', 'area', 'day']",Gosh
6,6,570064843,amyl_iom,2022-04-11,"Gosh - an almighty flood AND ?! Thinking of you all ( those not in SA , is a way to distribute power when demand for electricity is greater than the primary power source can supply . Usually 2 - 4 loss of power in each area per day )",Mixed,1,1,1,"['primary power source', 'almighty flood', '2 - 4 loss', 'Gosh', 'SA', 'way', 'demand', 'electricity', 'area', 'day']",SA
6,6,570064843,amyl_iom,2022-04-11,"Gosh - an almighty flood AND ?! Thinking of you all ( those not in SA , is a way to distribute power when demand for electricity is greater than the primary power source can supply . Usually 2 - 4 loss of power in each area per day )",Mixed,1,1,1,"['primary power source', 'almighty flood', '2 - 4 loss', 'Gosh', 'SA', 'way', 'demand', 'electricity', 'area', 'day']",way
6,6,570064843,amyl_iom,2022-04-11,"Gosh - an almighty flood AND ?! Thinking of you all ( those not in SA , is a way to distribute power when demand for electricity is greater than the primary power source can supply . Usually 2 - 4 loss of power in each area per day )",Mixed,1,1,1,"['primary power source', 'almighty flood', '2 - 4 loss', 'Gosh', 'SA', 'way', 'demand', 'electricity', 'area', 'day']",demand
6,6,570064843,amyl_iom,2022-04-11,"Gosh - an almighty flood AND ?! Thinking of you all ( those not in SA , is a way to distribute power when demand for electricity is greater than the primary power source can supply . Usually 2 - 4 loss of power in each area per day )",Mixed,1,1,1,"['primary power source', 'almighty flood', '2 - 4 loss', 'Gosh', 'SA', 'way', 'demand', 'electricity', 'area', 'day']",electricity
6,6,570064843,amyl_iom,2022-04-11,"Gosh - an almighty flood AND ?! Thinking of you all ( those not in SA , is a way to distribute power when demand for electricity is greater than the primary power source can supply . Usually 2 - 4 loss of power in each area per day )",Mixed,1,1,1,"['primary power source', 'almighty flood', '2 - 4 loss', 'Gosh', 'SA', 'way', 'demand', 'electricity', 'area', 'day']",area
6,6,570064843,amyl_iom,2022-04-11,"Gosh - an almighty flood AND ?! Thinking of you all ( those not in SA , is a way to distribute power when demand for electricity is greater than the primary power source can supply . Usually 2 - 4 loss of power in each area per day )",Mixed,1,1,1,"['primary power source', 'almighty flood', '2 - 4 loss', 'Gosh', 'SA', 'way', 'demand', 'electricity', 'area', 'day']",day
16,16,1613185784,martincainacton,2022-04-11,A Pen victory will benefit the and not just through withdrawal from the EU . It will be a disaster for the because rather than a few picked up by the Force every day she will flood Channel with their asylum knowing will house them all,Mixed,1,1,0,"['A Pen victory', 'withdrawal', 'EU', 'disaster', 'Force', 'Channel', 'asylum']",A Pen victory
16,16,1613185784,martincainacton,2022-04-11,A Pen victory will benefit the and not just through withdrawal from the EU . It will be a disaster for the because rather than a few picked up by the Force every day she will flood Channel with their asylum knowing will house them all,Mixed,1,1,0,"['A Pen victory', 'withdrawal', 'EU', 'disaster', 'Force', 'Channel', 'asylum']",withdrawal
16,16,1613185784,martincainacton,2022-04-11,A Pen victory will benefit the and not just through withdrawal from the EU . It will be a disaster for the because rather than a few picked up by the Force every day she will flood Channel with their asylum knowing will house them all,Mixed,1,1,0,"['A Pen victory', 'withdrawal', 'EU', 'disaster', 'Force', 'Channel', 'asylum']",EU
16,16,1613185784,martincainacton,2022-04-11,A Pen victory will benefit the and not just through withdrawal from the EU . It will be a disaster for the because rather than a few picked up by the Force every day she will flood Channel with their asylum knowing will house them all,Mixed,1,1,0,"['A Pen victory', 'withdrawal', 'EU', 'disaster', 'Force', 'Channel', 'asylum']",disaster
16,16,1613185784,martincainacton,2022-04-11,A Pen victory will benefit the and not just through withdrawal from the EU . It will be a disaster for the because rather than a few picked up by the Force every day she will flood Channel with their asylum knowing will house them all,Mixed,1,1,0,"['A Pen victory', 'withdrawal', 'EU', 'disaster', 'Force', 'Channel', 'asylum']",Force
16,16,1613185784,martincainacton,2022-04-11,A Pen victory will benefit the and not just through withdrawal from the EU . It will be a disaster for the because rather than a few picked up by the Force every day she will flood Channel with their asylum knowing will house them all,Mixed,1,1,0,"['A Pen victory', 'withdrawal', 'EU', 'disaster', 'Force', 'Channel', 'asylum']",Channel
16,16,1613185784,martincainacton,2022-04-11,A Pen victory will benefit the and not just through withdrawal from the EU . It will be a disaster for the because rather than a few picked up by the Force every day she will flood Channel with their asylum knowing will house them all,Mixed,1,1,0,"['A Pen victory', 'withdrawal', 'EU', 'disaster', 'Force', 'Channel', 'asylum']",asylum
19,2,955715357226033152,for_every_helen,2020-11-18,"That ' s beautiful ! Here it is generally severe instead . I suppose that is global heating for all of us , in different ways .",Mixed,1,1,1,"['global heating', 'different ways']",global heating
19,2,955715357226033152,for_every_helen,2020-11-18,"That ' s beautiful ! Here it is generally severe instead . I suppose that is global heating for all of us , in different ways .",Mixed,1,1,1,"['global heating', 'different ways']",different ways
24,7,949912893729931264,annmari47023026,2020-11-18,"Don ' t you two want to protect your child from climate change ? Stop HS2 our & ; wildlife ! Cancel animal Agriculture ... or see , starvation , , , , antibiotic resistance & ; extinction before your child is old enough to vote !",Mixed,2,2,2,"['climate change', 'animal Agriculture', 'antibiotic resistance', 'child', 'HS2', 'wildlife', 'starvation']",climate change
24,7,949912893729931264,annmari47023026,2020-11-18,"Don ' t you two want to protect your child from climate change ? Stop HS2 our & ; wildlife ! Cancel animal Agriculture ... or see , starvation , , , , antibiotic resistance & ; extinction before your child is old enough to vote !",Mixed,2,2,2,"['climate change', 'animal Agriculture', 'antibiotic resistance', 'child', 'HS2', 'wildlife', 'starvation']",animal Agriculture
24,7,949912893729931264,annmari47023026,2020-11-18,"Don ' t you two want to protect your child from climate change ? Stop HS2 our & ; wildlife ! Cancel animal Agriculture ... or see , starvation , , , , antibiotic resistance & ; extinction before your child is old enough to vote !",Mixed,2,2,2,"['climate change', 'animal Agriculture', 'antibiotic resistance', 'child', 'HS2', 'wildlife', 'starvation']",antibiotic resistance
24,7,949912893729931264,annmari47023026,2020-11-18,"Don ' t you two want to protect your child from climate change ? Stop HS2 our & ; wildlife ! Cancel animal Agriculture ... or see , starvation , , , , antibiotic resistance & ; extinction before your child is old enough to vote !",Mixed,2,2,2,"['climate change', 'animal Agriculture', 'antibiotic resistance', 'child', 'HS2', 'wildlife', 'starvation']",child
24,7,949912893729931264,annmari47023026,2020-11-18,"Don ' t you two want to protect your child from climate change ? Stop HS2 our & ; wildlife ! Cancel animal Agriculture ... or see , starvation , , , , antibiotic resistance & ; extinction before your child is old enough to vote !",Mixed,2,2,2,"['climate change', 'animal Agriculture', 'antibiotic resistance', 'child', 'HS2', 'wildlife', 'starvation']",HS2
24,7,949912893729931264,annmari47023026,2020-11-18,"Don ' t you two want to protect your child from climate change ? Stop HS2 our & ; wildlife ! Cancel animal Agriculture ... or see , starvation , , , , antibiotic resistance & ; extinction before your child is old enough to vote !",Mixed,2,2,2,"['climate change', 'animal Agriculture', 'antibiotic resistance', 'child', 'HS2', 'wildlife', 'starvation']",wildlife
24,7,949912893729931264,annmari47023026,2020-11-18,"Don ' t you two want to protect your child from climate change ? Stop HS2 our & ; wildlife ! Cancel animal Agriculture ... or see , starvation , , , , antibiotic resistance & ; extinction before your child is old enough to vote !",Mixed,2,2,2,"['climate change', 'animal Agriculture', 'antibiotic resistance', 'child', 'HS2', 'wildlife', 'starvation']",starvation
32,15,6974632,catfish8888,2020-11-18,rogue This startling revelation came from team - curiously this gem ' t included in flood of to ! Was trying to bury it ? ' s Day 11 cosy media flimflam never revealed the club got booted over £ 800K .,Mixed,1,1,1,"['Day 11 cosy media flimflam', 'startling revelation', 'rogue', 'team', 'gem', 'flood', 'club', '800K']",Day 11 cosy media flimflam
32,15,6974632,catfish8888,2020-11-18,rogue This startling revelation came from team - curiously this gem ' t included in flood of to ! Was trying to bury it ? ' s Day 11 cosy media flimflam never revealed the club got booted over £ 800K .,Mixed,1,1,1,"['Day 11 cosy media flimflam', 'startling revelation', 'rogue', 'team', 'gem', 'flood', 'club', '800K']",startling revelation
32,15,6974632,catfish8888,2020-11-18,rogue This startling revelation came from team - curiously this gem ' t included in flood of to ! Was trying to bury it ? ' s Day 11 cosy media flimflam never revealed the club got booted over £ 800K .,Mixed,1,1,1,"['Day 11 cosy media flimflam', 'startling revelation', 'rogue', 'team', 'gem', 'flood', 'club', '800K']",rogue
32,15,6974632,catfish8888,2020-11-18,rogue This startling revelation came from team - curiously this gem ' t included in flood of to ! Was trying to bury it ? ' s Day 11 cosy media flimflam never revealed the club got booted over £ 800K .,Mixed,1,1,1,"['Day 11 cosy media flimflam', 'startling revelation', 'rogue', 'team', 'gem', 'flood', 'club', '800K']",team
32,15,6974632,catfish8888,2020-11-18,rogue This startling revelation came from team - curiously this gem ' t included in flood of to ! Was trying to bury it ? ' s Day 11 cosy media flimflam never revealed the club got booted over £ 800K .,Mixed,1,1,1,"['Day 11 cosy media flimflam', 'startling revelation', 'rogue', 'team', 'gem', 'flood', 'club', '800K']",gem
32,15,6974632,catfish8888,2020-11-18,rogue This startling revelation came from team - curiously this gem ' t included in flood of to ! Was trying to bury it ? ' s Day 11 cosy media flimflam never revealed the club got booted over £ 800K .,Mixed,1,1,1,"['Day 11 cosy media flimflam', 'startling revelation', 'rogue', 'team', 'gem', 'flood', 'club', '800K']",flood
32,15,6974632,catfish8888,2020-11-18,rogue This startling revelation came from team - curiously this gem ' t included in flood of to ! Was trying to bury it ? ' s Day 11 cosy media flimflam never revealed the club got booted over £ 800K .,Mixed,1,1,1,"['Day 11 cosy media flimflam', 'startling revelation', 'rogue', 'team', 'gem', 'flood', 'club', '800K']",club
32,15,6974632,catfish8888,2020-11-18,rogue This startling revelation came from team - curiously this gem ' t included in flood of to ! Was trying to bury it ? ' s Day 11 cosy media flimflam never revealed the club got booted over £ 800K .,Mixed,1,1,1,"['Day 11 cosy media flimflam', 'startling revelation', 'rogue', 'team', 'gem', 'flood', 'club', '800K']",800K
39,1,864305556,rubyleigh_30,2019-01-21,’ t change the relationship I have with my mum for the world . We are always exactly what the other one needs and always manage to make each other laugh even through of . Sorry being silly but I just had to say it ‍️️,Mixed,1,1,1,"['other one', 'other laugh', 'relationship', 'mum', 'world']",other one
39,1,864305556,rubyleigh_30,2019-01-21,’ t change the relationship I have with my mum for the world . We are always exactly what the other one needs and always manage to make each other laugh even through of . Sorry being silly but I just had to say it ‍️️,Mixed,1,1,1,"['other one', 'other laugh', 'relationship', 'mum', 'world']",other laugh
39,1,864305556,rubyleigh_30,2019-01-21,’ t change the relationship I have with my mum for the world . We are always exactly what the other one needs and always manage to make each other laugh even through of . Sorry being silly but I just had to say it ‍️️,Mixed,1,1,1,"['other one', 'other laugh', 'relationship', 'mum', 'world']",relationship
39,1,864305556,rubyleigh_30,2019-01-21,’ t change the relationship I have with my mum for the world . We are always exactly what the other one needs and always manage to make each other laugh even through of . Sorry being silly but I just had to say it ‍️️,Mixed,1,1,1,"['other one', 'other laugh', 'relationship', 'mum', 'world']",mum
39,1,864305556,rubyleigh_30,2019-01-21,’ t change the relationship I have with my mum for the world . We are always exactly what the other one needs and always manage to make each other laugh even through of . Sorry being silly but I just had to say it ‍️️,Mixed,1,1,1,"['other one', 'other laugh', 'relationship', 'mum', 'world']",world
56,18,966977356081586177,peat_mark,2019-01-21,It ’ t just that did it . Labour up the flood while our EU membership continued to cost us our and public . I will never vote Labour again mainly thanks to like you who ’ t give a arse about your people .,Mixed,1,1,1,"['EU membership', 'flood', 'public', 'Labour', 'arse', 'people']",EU membership
56,18,966977356081586177,peat_mark,2019-01-21,It ’ t just that did it . Labour up the flood while our EU membership continued to cost us our and public . I will never vote Labour again mainly thanks to like you who ’ t give a arse about your people .,Mixed,1,1,1,"['EU membership', 'flood', 'public', 'Labour', 'arse', 'people']",flood
56,18,966977356081586177,peat_mark,2019-01-21,It ’ t just that did it . Labour up the flood while our EU membership continued to cost us our and public . I will never vote Labour again mainly thanks to like you who ’ t give a arse about your people .,Mixed,1,1,1,"['EU membership', 'flood', 'public', 'Labour', 'arse', 'people']",public
56,18,966977356081586177,peat_mark,2019-01-21,It ’ t just that did it . Labour up the flood while our EU membership continued to cost us our and public . I will never vote Labour again mainly thanks to like you who ’ t give a arse about your people .,Mixed,1,1,1,"['EU membership', 'flood', 'public', 'Labour', 'arse', 'people']",Labour
56,18,966977356081586177,peat_mark,2019-01-21,It ’ t just that did it . Labour up the flood while our EU membership continued to cost us our and public . I will never vote Labour again mainly thanks to like you who ’ t give a arse about your people .,Mixed,1,1,1,"['EU membership', 'flood', 'public', 'Labour', 'arse', 'people']",arse
56,18,966977356081586177,peat_mark,2019-01-21,It ’ t just that did it . Labour up the flood while our EU membership continued to cost us our and public . I will never vote Labour again mainly thanks to like you who ’ t give a arse about your people .,Mixed,1,1,1,"['EU membership', 'flood', 'public', 'Labour', 'arse', 'people']",people
124,10,41839007,rossihancock,2020-12-08,Thanks for flooding my garage / gym through your own error . Exactly the phone call I hoped to receive from my wife at work,Mixed,1,1,0,"['phone call', 'garage', 'gym', 'error', 'wife', 'work']",phone call
124,10,41839007,rossihancock,2020-12-08,Thanks for flooding my garage / gym through your own error . Exactly the phone call I hoped to receive from my wife at work,Mixed,1,1,0,"['phone call', 'garage', 'gym', 'error', 'wife', 'work']",garage
124,10,41839007,rossihancock,2020-12-08,Thanks for flooding my garage / gym through your own error . Exactly the phone call I hoped to receive from my wife at work,Mixed,1,1,0,"['phone call', 'garage', 'gym', 'error', 'wife', 'work']",gym
124,10,41839007,rossihancock,2020-12-08,Thanks for flooding my garage / gym through your own error . Exactly the phone call I hoped to receive from my wife at work,Mixed,1,1,0,"['phone call', 'garage', 'gym', 'error', 'wife', 'work']",error
124,10,41839007,rossihancock,2020-12-08,Thanks for flooding my garage / gym through your own error . Exactly the phone call I hoped to receive from my wife at work,Mixed,1,1,0,"['phone call', 'garage', 'gym', 'error', 'wife', 'work']",wife
124,10,41839007,rossihancock,2020-12-08,Thanks for flooding my garage / gym through your own error . Exactly the phone call I hoped to receive from my wife at work,Mixed,1,1,0,"['phone call', 'garage', 'gym', 'error', 'wife', 'work']",work
131,17,1173613725082894337,f15jcm,2020-12-08,"Yep . , the boss also a big stake which I like . As soon as government support I think the flood will open . Even if I ' m wrong the downside ' t look too bad .",Mixed,1,2,1,"['big stake', 'government support', 'boss', 'flood', 'downside']",big stake
131,17,1173613725082894337,f15jcm,2020-12-08,"Yep . , the boss also a big stake which I like . As soon as government support I think the flood will open . Even if I ' m wrong the downside ' t look too bad .",Mixed,1,2,1,"['big stake', 'government support', 'boss', 'flood', 'downside']",government support
131,17,1173613725082894337,f15jcm,2020-12-08,"Yep . , the boss also a big stake which I like . As soon as government support I think the flood will open . Even if I ' m wrong the downside ' t look too bad .",Mixed,1,2,1,"['big stake', 'government support', 'boss', 'flood', 'downside']",boss
131,17,1173613725082894337,f15jcm,2020-12-08,"Yep . , the boss also a big stake which I like . As soon as government support I think the flood will open . Even if I ' m wrong the downside ' t look too bad .",Mixed,1,2,1,"['big stake', 'government support', 'boss', 'flood', 'downside']",flood
131,17,1173613725082894337,f15jcm,2020-12-08,"Yep . , the boss also a big stake which I like . As soon as government support I think the flood will open . Even if I ' m wrong the downside ' t look too bad .",Mixed,1,2,1,"['big stake', 'government support', 'boss', 'flood', 'downside']",downside
158,0,77723007,amunra1h,2021-08-11,"Noticeable the "" expert "" away . to rely on failure to record / certificate the of flood , and that a peeved curator , with 1 of his ( Time of Peace ), had no humanity for publicly .. And photo expert !!",Mixed,1,1,1,"['photo expert', 'failure', 'certificate', 'flood', 'curator', 'Time', 'Peace', 'humanity']",photo expert
158,0,77723007,amunra1h,2021-08-11,"Noticeable the "" expert "" away . to rely on failure to record / certificate the of flood , and that a peeved curator , with 1 of his ( Time of Peace ), had no humanity for publicly .. And photo expert !!",Mixed,1,1,1,"['photo expert', 'failure', 'certificate', 'flood', 'curator', 'Time', 'Peace', 'humanity']",failure
158,0,77723007,amunra1h,2021-08-11,"Noticeable the "" expert "" away . to rely on failure to record / certificate the of flood , and that a peeved curator , with 1 of his ( Time of Peace ), had no humanity for publicly .. And photo expert !!",Mixed,1,1,1,"['photo expert', 'failure', 'certificate', 'flood', 'curator', 'Time', 'Peace', 'humanity']",certificate
158,0,77723007,amunra1h,2021-08-11,"Noticeable the "" expert "" away . to rely on failure to record / certificate the of flood , and that a peeved curator , with 1 of his ( Time of Peace ), had no humanity for publicly .. And photo expert !!",Mixed,1,1,1,"['photo expert', 'failure', 'certificate', 'flood', 'curator', 'Time', 'Peace', 'humanity']",flood
158,0,77723007,amunra1h,2021-08-11,"Noticeable the "" expert "" away . to rely on failure to record / certificate the of flood , and that a peeved curator , with 1 of his ( Time of Peace ), had no humanity for publicly .. And photo expert !!",Mixed,1,1,1,"['photo expert', 'failure', 'certificate', 'flood', 'curator', 'Time', 'Peace', 'humanity']",curator
158,0,77723007,amunra1h,2021-08-11,"Noticeable the "" expert "" away . to rely on failure to record / certificate the of flood , and that a peeved curator , with 1 of his ( Time of Peace ), had no humanity for publicly .. And photo expert !!",Mixed,1,1,1,"['photo expert', 'failure', 'certificate', 'flood', 'curator', 'Time', 'Peace', 'humanity']",Time
158,0,77723007,amunra1h,2021-08-11,"Noticeable the "" expert "" away . to rely on failure to record / certificate the of flood , and that a peeved curator , with 1 of his ( Time of Peace ), had no humanity for publicly .. And photo expert !!",Mixed,1,1,1,"['photo expert', 'failure', 'certificate', 'flood', 'curator', 'Time', 'Peace', 'humanity']",Peace
158,0,77723007,amunra1h,2021-08-11,"Noticeable the "" expert "" away . to rely on failure to record / certificate the of flood , and that a peeved curator , with 1 of his ( Time of Peace ), had no humanity for publicly .. And photo expert !!",Mixed,1,1,1,"['photo expert', 'failure', 'certificate', 'flood', 'curator', 'Time', 'Peace', 'humanity']",humanity
162,4,1978302632,insurepairuk,2021-08-11,"️️️️️ “ come to the rescue ! The 4th emergency service . During the recent , came to the rescue for me and my family . With a speedy initial and visit to our house . The team took control and put our mind at rest that all was in hand …",Mixed,1,4,0,"['4th emergency service', 'speedy initial', 'rescue', 'The', 'family', 'house', 'team', 'control', 'mind', 'rest', 'hand']",4th emergency service
162,4,1978302632,insurepairuk,2021-08-11,"️️️️️ “ come to the rescue ! The 4th emergency service . During the recent , came to the rescue for me and my family . With a speedy initial and visit to our house . The team took control and put our mind at rest that all was in hand …",Mixed,1,4,0,"['4th emergency service', 'speedy initial', 'rescue', 'The', 'family', 'house', 'team', 'control', 'mind', 'rest', 'hand']",speedy initial
162,4,1978302632,insurepairuk,2021-08-11,"️️️️️ “ come to the rescue ! The 4th emergency service . During the recent , came to the rescue for me and my family . With a speedy initial and visit to our house . The team took control and put our mind at rest that all was in hand …",Mixed,1,4,0,"['4th emergency service', 'speedy initial', 'rescue', 'The', 'family', 'house', 'team', 'control', 'mind', 'rest', 'hand']",rescue
162,4,1978302632,insurepairuk,2021-08-11,"️️️️️ “ come to the rescue ! The 4th emergency service . During the recent , came to the rescue for me and my family . With a speedy initial and visit to our house . The team took control and put our mind at rest that all was in hand …",Mixed,1,4,0,"['4th emergency service', 'speedy initial', 'rescue', 'The', 'family', 'house', 'team', 'control', 'mind', 'rest', 'hand']",The
162,4,1978302632,insurepairuk,2021-08-11,"️️️️️ “ come to the rescue ! The 4th emergency service . During the recent , came to the rescue for me and my family . With a speedy initial and visit to our house . The team took control and put our mind at rest that all was in hand …",Mixed,1,4,0,"['4th emergency service', 'speedy initial', 'rescue', 'The', 'family', 'house', 'team', 'control', 'mind', 'rest', 'hand']",family
162,4,1978302632,insurepairuk,2021-08-11,"️️️️️ “ come to the rescue ! The 4th emergency service . During the recent , came to the rescue for me and my family . With a speedy initial and visit to our house . The team took control and put our mind at rest that all was in hand …",Mixed,1,4,0,"['4th emergency service', 'speedy initial', 'rescue', 'The', 'family', 'house', 'team', 'control', 'mind', 'rest', 'hand']",house
162,4,1978302632,insurepairuk,2021-08-11,"️️️️️ “ come to the rescue ! The 4th emergency service . During the recent , came to the rescue for me and my family . With a speedy initial and visit to our house . The team took control and put our mind at rest that all was in hand …",Mixed,1,4,0,"['4th emergency service', 'speedy initial', 'rescue', 'The', 'family', 'house', 'team', 'control', 'mind', 'rest', 'hand']",team
162,4,1978302632,insurepairuk,2021-08-11,"️️️️️ “ come to the rescue ! The 4th emergency service . During the recent , came to the rescue for me and my family . With a speedy initial and visit to our house . The team took control and put our mind at rest that all was in hand …",Mixed,1,4,0,"['4th emergency service', 'speedy initial', 'rescue', 'The', 'family', 'house', 'team', 'control', 'mind', 'rest', 'hand']",control
162,4,1978302632,insurepairuk,2021-08-11,"️️️️️ “ come to the rescue ! The 4th emergency service . During the recent , came to the rescue for me and my family . With a speedy initial and visit to our house . The team took control and put our mind at rest that all was in hand …",Mixed,1,4,0,"['4th emergency service', 'speedy initial', 'rescue', 'The', 'family', 'house', 'team', 'control', 'mind', 'rest', 'hand']",mind
162,4,1978302632,insurepairuk,2021-08-11,"️️️️️ “ come to the rescue ! The 4th emergency service . During the recent , came to the rescue for me and my family . With a speedy initial and visit to our house . The team took control and put our mind at rest that all was in hand …",Mixed,1,4,0,"['4th emergency service', 'speedy initial', 'rescue', 'The', 'family', 'house', 'team', 'control', 'mind', 'rest', 'hand']",rest
162,4,1978302632,insurepairuk,2021-08-11,"️️️️️ “ come to the rescue ! The 4th emergency service . During the recent , came to the rescue for me and my family . With a speedy initial and visit to our house . The team took control and put our mind at rest that all was in hand …",Mixed,1,4,0,"['4th emergency service', 'speedy initial', 'rescue', 'The', 'family', 'house', 'team', 'control', 'mind', 'rest', 'hand']",hand
176,18,870707808,dianaday44,2021-08-11,"lion Nice ️️ day here too . yep a win is a win & ; on to Sat v . 2nd half was boring at best , a 3rd might have the flood but ' t to be . Just great to be home again and normality regardless of government restriction . Great to meet old too",Mixed,1,3,2,"['2nd half', 'government restriction', 'lion', 'win', 'Sat', '3rd', 'flood', 'normality']",2nd half
176,18,870707808,dianaday44,2021-08-11,"lion Nice ️️ day here too . yep a win is a win & ; on to Sat v . 2nd half was boring at best , a 3rd might have the flood but ' t to be . Just great to be home again and normality regardless of government restriction . Great to meet old too",Mixed,1,3,2,"['2nd half', 'government restriction', 'lion', 'win', 'Sat', '3rd', 'flood', 'normality']",government restriction
176,18,870707808,dianaday44,2021-08-11,"lion Nice ️️ day here too . yep a win is a win & ; on to Sat v . 2nd half was boring at best , a 3rd might have the flood but ' t to be . Just great to be home again and normality regardless of government restriction . Great to meet old too",Mixed,1,3,2,"['2nd half', 'government restriction', 'lion', 'win', 'Sat', '3rd', 'flood', 'normality']",lion
176,18,870707808,dianaday44,2021-08-11,"lion Nice ️️ day here too . yep a win is a win & ; on to Sat v . 2nd half was boring at best , a 3rd might have the flood but ' t to be . Just great to be home again and normality regardless of government restriction . Great to meet old too",Mixed,1,3,2,"['2nd half', 'government restriction', 'lion', 'win', 'Sat', '3rd', 'flood', 'normality']",win
176,18,870707808,dianaday44,2021-08-11,"lion Nice ️️ day here too . yep a win is a win & ; on to Sat v . 2nd half was boring at best , a 3rd might have the flood but ' t to be . Just great to be home again and normality regardless of government restriction . Great to meet old too",Mixed,1,3,2,"['2nd half', 'government restriction', 'lion', 'win', 'Sat', '3rd', 'flood', 'normality']",Sat
176,18,870707808,dianaday44,2021-08-11,"lion Nice ️️ day here too . yep a win is a win & ; on to Sat v . 2nd half was boring at best , a 3rd might have the flood but ' t to be . Just great to be home again and normality regardless of government restriction . Great to meet old too",Mixed,1,3,2,"['2nd half', 'government restriction', 'lion', 'win', 'Sat', '3rd', 'flood', 'normality']",3rd
176,18,870707808,dianaday44,2021-08-11,"lion Nice ️️ day here too . yep a win is a win & ; on to Sat v . 2nd half was boring at best , a 3rd might have the flood but ' t to be . Just great to be home again and normality regardless of government restriction . Great to meet old too",Mixed,1,3,2,"['2nd half', 'government restriction', 'lion', 'win', 'Sat', '3rd', 'flood', 'normality']",flood
176,18,870707808,dianaday44,2021-08-11,"lion Nice ️️ day here too . yep a win is a win & ; on to Sat v . 2nd half was boring at best , a 3rd might have the flood but ' t to be . Just great to be home again and normality regardless of government restriction . Great to meet old too",Mixed,1,3,2,"['2nd half', 'government restriction', 'lion', 'win', 'Sat', '3rd', 'flood', 'normality']",normality
178,20,3343073117,sunshine_no_1,2021-08-11,I just to say a huge thank you for all the of support following the flood - I ' been so touched by each & ; every 1 . I ' m sorry I haven ' t been able to reply to them all individually - I ' been busy clearing everything out of the shop so can start ...,Mixed,1,1,1,"['huge thank', 'support', 'flood', 'everything', 'shop']",huge thank
178,20,3343073117,sunshine_no_1,2021-08-11,I just to say a huge thank you for all the of support following the flood - I ' been so touched by each & ; every 1 . I ' m sorry I haven ' t been able to reply to them all individually - I ' been busy clearing everything out of the shop so can start ...,Mixed,1,1,1,"['huge thank', 'support', 'flood', 'everything', 'shop']",support
178,20,3343073117,sunshine_no_1,2021-08-11,I just to say a huge thank you for all the of support following the flood - I ' been so touched by each & ; every 1 . I ' m sorry I haven ' t been able to reply to them all individually - I ' been busy clearing everything out of the shop so can start ...,Mixed,1,1,1,"['huge thank', 'support', 'flood', 'everything', 'shop']",flood
178,20,3343073117,sunshine_no_1,2021-08-11,I just to say a huge thank you for all the of support following the flood - I ' been so touched by each & ; every 1 . I ' m sorry I haven ' t been able to reply to them all individually - I ' been busy clearing everything out of the shop so can start ...,Mixed,1,1,1,"['huge thank', 'support', 'flood', 'everything', 'shop']",everything
178,20,3343073117,sunshine_no_1,2021-08-11,I just to say a huge thank you for all the of support following the flood - I ' been so touched by each & ; every 1 . I ' m sorry I haven ' t been able to reply to them all individually - I ' been busy clearing everything out of the shop so can start ...,Mixed,1,1,1,"['huge thank', 'support', 'flood', 'everything', 'shop']",shop
